Red ROI - X,,,Blue ROI - X,,,Blue ROI - Y,,,Green ROI - X,,,Green ROI - Y,,,Orange ROI - X,,,Orange ROI - Y,,,Yellow ROI - X,,,Yellow ROI - Y,,,Pink ROI - X,,,Pink ROI - Y,,,Purple ROI - X,,,Purple ROI - Y,,,Red ROI - X,,,Red ROI - Y,,,Blue ROI - X,,,Blue ROI - Y,,,Green ROI - X,,,Green ROI - Y,,,Orange ROI - X,,,Orange ROI - Y,,,Yellow ROI - X,,,Yellow ROI - Y,,,Pink ROI - X,,,Pink ROI - Y,,,
Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,
Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,
198.3173,65.2569,,198.3173,7.8647,,198.3173,54.6005,,198.3173,11.1033,,198.3173,218.2284,,198.3173,46.6863,,198.3173,104.3278,,198.3173,5.0946,,198.3173,27.4269,,198.3173,31.8984,,198.3173,934.3306,,198.3173,31.8984,,198.3173,934.3306,,198.3173,49.5070,,198.3173,246.9068,,198.3173,19.1129,,198.3173,5.8356,,198.3173,38.8219,,198.3173,818.3624,,198.3173,32.5989,,198.3173,132.5575,,198.3173,22.8597,,198.3173,37.6374,,198.3173,12.5835,,198.3173,155.7921,,
198.4174,49.0969,,198.4174,11.1452,,198.4174,44.7608,,198.4174,25.8339,,198.4174,228.1873,,198.4174,66.6908,,198.4174,44.5121,,198.4174,8.3760,,198.4174,34.3681,,198.4174,14.1963,,198.4174,518.3212,,198.4174,14.1963,,198.4174,518.3212,,198.4174,25.3650,,198.4174,171.5287,,198.4174,22.8627,,198.4174,24.0010,,198.4174,34.5087,,198.4174,669.5218,,198.4174,29.3581,,198.4174,135.6573,,198.4174,24.0227,,198.4174,33.0414,,198.4174,22.5636,,198.4174,162.7463,,
198.5174,39.1512,,198.5174,0.3705,,198.5174,25.7815,,198.5174,11.4166,,198.5174,289.2408,,198.5174,64.8059,,198.5174,51.8772,,198.5174,10.0887,,198.5174,25.4449,,198.5174,17.5808,,198.5174,953.4840,,198.5174,17.5808,,198.5174,953.4840,,198.5174,43.8578,,198.5174,174.5112,,198.5174,23.4522,,198.5174,34.4471,,198.5174,12.1296,,198.5174,572.2078,,198.5174,14.6682,,198.5174,97.3071,,198.5174,19.0853,,198.5174,40.0655,,198.5174,28.5484,,198.5174,227.2076,,
198.6175,45.2415,,198.6175,11.1316,,198.6175,51.0880,,198.6175,3.7341,,198.6175,322.8827,,198.6175,50.9865,,198.6175,55.7083,,198.6175,13.6700,,198.6175,55.8053,,198.6175,13.4052,,198.6175,1094.6490,,198.6175,13.4052,,198.6175,1094.6490,,198.6175,41.5842,,198.6175,49.1792,,198.6175,13.9790,,198.6175,19.7669,,198.6175,23.8869,,198.6175,878.8038,,198.6175,18.5878,,198.6175,70.5215,,198.6175,9.8206,,198.6175,25.3980,,198.6175,5.2602,,198.6175,67.1410,,
198.7175,34.2322,,198.7175,9.2840,,198.7175,33.1904,,198.7175,17.6177,,198.7175,307.2306,,198.7175,20.0553,,198.7175,53.3841,,198.7175,13.6951,,198.7175,58.0341,,198.7175,22.9084,,198.7175,865.0474,,198.7175,22.9084,,198.7175,865.0474,,198.7175,47.3785,,198.7175,48.3736,,198.7175,18.4165,,198.7175,41.0761,,198.7175,32.9950,,198.7175,518.6237,,198.7175,23.0396,,198.7175,73.1215,,198.7175,12.7668,,198.7175,34.8028,,198.7175,21.1650,,198.7175,166.4311,,
198.8176,76.0896,,198.8176,3.1793,,198.8176,43.8118,,198.8176,24.3698,,198.8176,327.2400,,198.8176,36.5592,,198.8176,49.8198,,198.8176,11.3232,,198.8176,54.5985,,198.8176,21.9531,,198.8176,182.7071,,198.8176,21.9531,,198.8176,182.7071,,198.8176,90.0228,,198.8176,124.3017,,198.8176,21.2476,,198.8176,51.0702,,198.8176,33.5582,,198.8176,554.8854,,198.8176,27.9384,,198.8176,47.1001,,198.8176,19.2413,,198.8176,40.8862,,198.8176,34.9398,,198.8176,74.9299,,
198.9177,117.4603,,198.9177,4.8894,,198.9177,71.0081,,198.9177,34.4885,,198.9177,285.4598,,198.9177,73.2738,,198.9177,59.1392,,198.9177,8.0204,,198.9177,52.5648,,198.9177,30.6034,,198.9177,427.6996,,198.9177,30.6034,,198.9177,427.6996,,198.9177,136.3121,,198.9177,171.7747,,198.9177,9.6065,,198.9177,60.5683,,198.9177,18.8098,,198.9177,549.8885,,198.9177,39.3061,,198.9177,44.9196,,198.9177,11.8897,,198.9177,43.3075,,198.9177,15.0737,,198.9177,101.3016,,
199.0177,70.8009,,199.0177,11.3038,,199.0177,54.4636,,199.0177,42.2438,,199.0177,151.0072,,199.0177,40.3869,,199.0177,86.1773,,199.0177,6.5353,,199.0177,40.2122,,199.0177,27.5784,,199.0177,153.6439,,199.0177,27.5784,,199.0177,153.6439,,199.0177,65.0528,,199.0177,72.6936,,199.0177,12.1894,,199.0177,21.6105,,199.0177,28.5523,,199.0177,893.6376,,199.0177,30.6353,,199.0177,24.5079,,199.0177,6.5438,,199.0177,9.8795,,199.0177,60.2849,,199.0177,144.9590,,
199.1178,22.8356,,199.1178,3.5863,,199.1178,47.2206,,199.1178,13.2825,,199.1178,132.6336,,199.1178,19.2790,,199.1178,79.6487,,199.1178,11.1049,,199.1178,40.1150,,199.1178,17.7814,,199.1178,218.2787,,199.1178,17.7814,,199.1178,218.2787,,199.1178,38.9749,,199.1178,242.8286,,199.1178,18.6794,,199.1178,46.1409,,199.1178,24.0713,,199.1178,284.4850,,199.1178,14.8226,,199.1178,72.6024,,199.1178,9.5286,,199.1178,49.2448,,199.1178,66.3029,,199.1178,184.4789,,
199.2178,41.2201,,199.2178,11.0305,,199.2178,30.7980,,199.2178,22.3287,,199.2178,75.6135,,199.2178,44.8861,,199.2178,54.6182,,199.2178,13.2507,,199.2178,56.0038,,199.2178,16.1401,,199.2178,662.0601,,199.2178,16.1401,,199.2178,662.0601,,199.2178,74.8117,,199.2178,203.4989,,199.2178,17.7780,,199.2178,32.9768,,199.2178,24.8593,,199.2178,1011.6950,,199.2178,17.6631,,199.2178,99.6197,,199.2178,12.5806,,199.2178,47.3586,,199.2178,21.8867,,199.2178,248.7449,,
199.3179,118.3580,,199.3179,7.1659,,199.3179,34.9498,,199.3179,26.2107,,199.3179,234.1720,,199.3179,9.9148,,199.3179,67.4909,,199.3179,9.5501,,199.3179,69.5446,,199.3179,13.2624,,199.3179,1094.8840,,199.3179,13.2624,,199.3179,1094.8840,,199.3179,31.2111,,199.3179,25.1106,,199.3179,10.9369,,199.3179,9.5094,,199.3179,16.5106,,199.3179,596.3568,,199.3179,35.1018,,199.3179,39.9061,,199.3179,13.4885,,199.3179,23.6639,,199.3179,15.0327,,199.3179,182.5614,,
199.4179,117.7004,,199.4179,10.6522,,199.4179,29.5699,,199.4179,20.6878,,199.4179,277.4176,,199.4179,54.7212,,199.4179,70.2653,,199.4179,4.3252,,199.4179,44.1025,,199.4179,5.0749,,199.4179,749.6504,,199.4179,5.0749,,199.4179,749.6504,,199.4179,31.9789,,199.4179,33.7276,,199.4179,9.8444,,199.4179,21.3184,,199.4179,18.9475,,199.4179,575.1193,,199.4179,48.7840,,199.4179,62.4597,,199.4179,1.8397,,199.4179,23.1661,,199.4179,23.9404,,199.4179,142.1022,,
199.5180,50.4375,,199.5180,10.0478,,199.5180,60.2108,,199.5180,13.6624,,199.5180,160.0570,,199.5180,47.1099,,199.5180,17.0269,,199.5180,7.9477,,199.5180,58.4616,,199.5180,19.3976,,199.5180,222.7361,,199.5180,19.3976,,199.5180,222.7361,,199.5180,33.9629,,199.5180,16.5537,,199.5180,6.3436,,199.5180,27.3618,,199.5180,26.3930,,199.5180,754.5430,,199.5180,35.3224,,199.5180,88.4387,,199.5180,5.3476,,199.5180,32.1959,,199.5180,17.0713,,199.5180,175.1078,,
199.6181,35.1290,,199.6181,5.6039,,199.6181,63.6221,,199.6181,20.9865,,199.6181,282.8923,,199.6181,71.9521,,199.6181,48.2550,,199.6181,2.7598,,199.6181,84.0491,,199.6181,17.5235,,199.6181,501.9235,,199.6181,17.5235,,199.6181,501.9235,,199.6181,39.3541,,199.6181,100.0896,,199.6181,11.4598,,199.6181,20.0638,,199.6181,37.0137,,199.6181,832.9454,,199.6181,32.1132,,199.6181,72.9175,,199.6181,10.1601,,199.6181,32.4330,,199.6181,6.4213,,199.6181,188.7039,,
199.7181,38.9792,,199.7181,11.6468,,199.7181,39.4344,,199.7181,22.0641,,199.7181,277.1686,,199.7181,95.0630,,199.7181,62.6315,,199.7181,16.1878,,199.7181,33.0684,,199.7181,17.6626,,199.7181,1012.6620,,199.7181,17.6626,,199.7181,1012.6620,,199.7181,40.1950,,199.7181,189.4711,,199.7181,13.2348,,199.7181,17.7312,,199.7181,29.1822,,199.7181,912.3167,,199.7181,38.9451,,199.7181,46.9263,,199.7181,5.1581,,199.7181,17.0976,,199.7181,19.2077,,199.7181,199.1054,,
199.8182,18.0980,,199.8182,10.4784,,199.8182,17.7839,,199.8182,27.8850,,199.8182,48.7853,,199.8182,75.6207,,199.8182,18.6241,,199.8182,12.7281,,199.8182,29.3775,,199.8182,24.1681,,199.8182,1746.2340,,199.8182,24.1681,,199.8182,1746.2340,,199.8182,14.2609,,199.8182,105.6338,,199.8182,2.1003,,199.8182,39.0422,,199.8182,25.5739,,199.8182,277.1828,,199.8182,43.3386,,199.8182,42.7366,,199.8182,9.1435,,199.8182,23.9318,,199.8182,15.0332,,199.8182,144.5770,,
199.9182,11.7595,,199.9182,10.5627,,199.9182,5.2200,,199.9182,26.4472,,199.9182,166.6337,,199.9182,68.8922,,199.9182,70.9824,,199.9182,21.0468,,199.9182,48.8470,,199.9182,21.2809,,199.9182,1595.9250,,199.9182,21.2809,,199.9182,1595.9250,,199.9182,58.4394,,199.9182,97.8919,,199.9182,10.8083,,199.9182,64.6842,,199.9182,31.0367,,199.9182,912.9990,,199.9182,41.7576,,199.9182,30.7677,,199.9182,12.1143,,199.9182,24.0720,,199.9182,13.5603,,199.9182,156.3735,,
200.0183,56.8430,,200.0183,14.2678,,200.0183,34.4555,,200.0183,31.1625,,200.0183,76.5243,,200.0183,87.7532,,200.0183,70.3690,,200.0183,29.4060,,200.0183,24.1300,,200.0183,12.1416,,200.0183,485.3273,,200.0183,12.1416,,200.0183,485.3273,,200.0183,85.9114,,200.0183,154.3430,,200.0183,21.8488,,200.0183,81.3978,,200.0183,27.1894,,200.0183,1144.2470,,200.0183,26.2204,,200.0183,27.2754,,200.0183,13.6908,,200.0183,28.3351,,200.0183,18.5510,,200.0183,191.2172,,
200.1184,69.9617,,200.1184,6.0514,,200.1184,51.4927,,200.1184,13.1761,,200.1184,144.5704,,200.1184,65.3444,,200.1184,136.3365,,200.1184,22.3444,,200.1184,40.0762,,200.1184,17.7892,,200.1184,551.1896,,200.1184,17.7892,,200.1184,551.1896,,200.1184,66.5186,,200.1184,187.2316,,200.1184,25.7913,,200.1184,78.4755,,200.1184,8.7195,,200.1184,1598.7850,,200.1184,5.9552,,200.1184,59.5417,,200.1184,14.5007,,200.1184,40.3723,,200.1184,3.5771,,200.1184,247.3839,,
200.2184,84.3027,,200.2184,3.0526,,200.2184,27.9931,,200.2184,20.0650,,200.2184,201.2678,,200.2184,19.1956,,200.2184,108.8360,,200.2184,24.4759,,200.2184,14.2264,,200.2184,8.6467,,200.2184,1498.6600,,200.2184,8.6467,,200.2184,1498.6600,,200.2184,21.9866,,200.2184,196.5920,,200.2184,15.2690,,200.2184,44.1838,,200.2184,8.4861,,200.2184,1279.1830,,200.2184,4.2582,,200.2184,65.6847,,200.2184,6.9406,,200.2184,39.3581,,200.2184,37.1191,,200.2184,187.6362,,
200.3185,72.2832,,200.3185,4.1818,,200.3185,32.6105,,200.3185,39.3536,,200.3185,198.8283,,200.3185,18.0555,,200.3185,36.3991,,200.3185,23.8867,,200.3185,52.8350,,200.3185,13.7548,,200.3185,1526.9190,,200.3185,13.7548,,200.3185,1526.9190,,200.3185,74.5398,,200.3185,32.4553,,200.3185,3.7112,,200.3185,15.5821,,200.3185,7.1682,,200.3185,562.2759,,200.3185,85.9750,,200.3185,26.9728,,200.3185,18.1329,,200.3185,10.7471,,200.3185,20.4544,,200.3185,52.1229,,
200.4185,19.1164,,200.4185,12.8162,,200.4185,37.2886,,200.4185,35.1082,,200.4185,161.8046,,200.4185,4.7785,,200.4185,34.9726,,200.4185,15.6639,,200.4185,84.3278,,200.4185,18.1497,,200.4185,705.3250,,200.4185,18.1497,,200.4185,705.3250,,200.4185,113.3430,,200.4185,164.8154,,200.4185,3.9693,,200.4185,48.8573,,200.4185,6.1858,,200.4185,318.5503,,200.4185,93.5664,,200.4185,47.5315,,200.4185,18.2324,,200.4185,16.0342,,200.4185,4.8980,,200.4185,113.2475,,
200.5186,39.7050,,200.5186,15.4877,,200.5186,55.8558,,200.5186,25.2179,,200.5186,75.1081,,200.5186,46.6664,,200.5186,80.6810,,200.5186,14.6473,,200.5186,45.0884,,200.5186,17.1722,,200.5186,986.1600,,200.5186,17.1722,,200.5186,986.1600,,200.5186,110.9836,,200.5186,196.2982,,200.5186,19.1688,,200.5186,67.7662,,200.5186,6.6048,,200.5186,662.6457,,200.5186,20.6491,,200.5186,114.4393,,200.5186,16.0077,,200.5186,24.2865,,200.5186,3.8144,,200.5186,179.4452,,
200.6187,16.6462,,200.6187,15.7998,,200.6187,38.7351,,200.6187,15.2567,,200.6187,302.9848,,200.6187,50.8372,,200.6187,82.4405,,200.6187,12.3721,,200.6187,23.5988,,200.6187,16.2687,,200.6187,1626.7500,,200.6187,16.2687,,200.6187,1626.7500,,200.6187,83.6799,,200.6187,137.6028,,200.6187,17.6218,,200.6187,37.6675,,200.6187,8.7581,,200.6187,802.2693,,200.6187,53.2852,,200.6187,119.4864,,200.6187,10.6870,,200.6187,21.7407,,200.6187,19.0394,,200.6187,210.4073,,
200.7187,56.5666,,200.7187,19.6058,,200.7187,16.3111,,200.7187,15.4744,,200.7187,279.7303,,200.7187,27.8252,,200.7187,34.2163,,200.7187,26.3477,,200.7187,6.0974,,200.7187,18.6007,,200.7187,2597.4240,,200.7187,18.6007,,200.7187,2597.4240,,200.7187,47.6641,,200.7187,92.3173,,200.7187,17.2621,,200.7187,59.3304,,200.7187,4.0429,,200.7187,451.6094,,200.7187,60.1202,,200.7187,97.8703,,200.7187,2.9325,,200.7187,33.1587,,200.7187,7.0999,,200.7187,195.8384,,
200.8188,55.9735,,200.8188,14.0882,,200.8188,20.8909,,200.8188,7.9399,,200.8188,146.0660,,200.8188,53.3225,,200.8188,54.5154,,200.8188,21.1834,,200.8188,24.7090,,200.8188,24.4703,,200.8188,2540.2650,,200.8188,24.4703,,200.8188,2540.2650,,200.8188,41.9559,,200.8188,157.5791,,200.8188,27.7238,,200.8188,76.9144,,200.8188,7.3973,,200.8188,760.6187,,200.8188,48.9589,,200.8188,124.5785,,200.8188,4.1199,,200.8188,31.0134,,200.8188,43.4403,,200.8188,119.0416,,
200.9188,57.9374,,200.9188,17.8172,,200.9188,42.2222,,200.9188,17.0237,,200.9188,153.9257,,200.9188,48.8106,,200.9188,33.1802,,200.9188,21.9187,,200.9188,60.1394,,200.9188,25.2771,,200.9188,1307.7060,,200.9188,25.2771,,200.9188,1307.7060,,200.9188,61.4843,,200.9188,134.7206,,200.9188,26.3709,,200.9188,31.3390,,200.9188,18.7966,,200.9188,555.8580,,200.9188,36.5926,,200.9188,110.3822,,200.9188,13.1564,,200.9188,11.8268,,200.9188,21.3495,,200.9188,18.2067,,
201.0189,31.2640,,201.0189,18.5216,,201.0189,76.5994,,201.0189,44.2048,,201.0189,152.6472,,201.0189,65.4557,,201.0189,16.7694,,201.0189,12.6017,,201.0189,49.6450,,201.0189,12.9110,,201.0189,132.7231,,201.0189,12.9110,,201.0189,132.7231,,201.0189,30.1165,,201.0189,42.6868,,201.0189,14.9494,,201.0189,40.6991,,201.0189,30.1132,,201.0189,701.4012,,201.0189,18.5928,,201.0189,103.2019,,201.0189,13.7504,,201.0189,16.7801,,201.0189,18.6547,,201.0189,108.8629,,
201.1190,34.9985,,201.1190,6.4657,,201.1190,40.5933,,201.1190,18.8613,,201.1190,114.9582,,201.1190,62.2625,,201.1190,10.0951,,201.1190,18.3716,,201.1190,20.5934,,201.1190,32.0876,,201.1190,917.7181,,201.1190,32.0876,,201.1190,917.7181,,201.1190,64.0177,,201.1190,120.1212,,201.1190,11.2760,,201.1190,88.9452,,201.1190,13.5596,,201.1190,1036.8670,,201.1190,48.6624,,201.1190,50.3734,,201.1190,18.4354,,201.1190,76.4552,,201.1190,28.1572,,201.1190,270.0008,,
201.2190,72.4382,,201.2190,2.6874,,201.2190,27.4247,,201.2190,12.0805,,201.2190,226.0580,,201.2190,43.4079,,201.2190,29.7943,,201.2190,4.9642,,201.2190,62.8557,,201.2190,21.7400,,201.2190,1487.9140,,201.2190,21.7400,,201.2190,1487.9140,,201.2190,116.2998,,201.2190,124.6976,,201.2190,7.7342,,201.2190,73.4681,,201.2190,5.9705,,201.2190,1038.4810,,201.2190,71.1517,,201.2190,28.8686,,201.2190,14.8117,,201.2190,72.7843,,201.2190,36.9068,,201.2190,314.5401,,
201.3191,18.0155,,201.3191,17.6162,,201.3191,50.7573,,201.3191,19.8667,,201.3191,117.6087,,201.3191,51.5682,,201.3191,64.4318,,201.3191,22.2063,,201.3191,39.5555,,201.3191,11.0123,,201.3191,701.6353,,201.3191,11.0123,,201.3191,701.6353,,201.3191,99.4881,,201.3191,86.7937,,201.3191,19.3807,,201.3191,21.7882,,201.3191,12.3367,,201.3191,603.8568,,201.3191,86.6474,,201.3191,14.6778,,201.3191,6.4508,,201.3191,21.9138,,201.3191,26.8274,,201.3191,140.4317,,
201.4191,51.0542,,201.4191,22.8464,,201.4191,37.4194,,201.4191,40.4847,,201.4191,76.8573,,201.4191,37.5613,,201.4191,75.4715,,201.4191,26.8782,,201.4191,54.3484,,201.4191,35.1641,,201.4191,1203.8830,,201.4191,35.1641,,201.4191,1203.8830,,201.4191,73.5010,,201.4191,168.3311,,201.4191,22.6013,,201.4191,35.5776,,201.4191,7.9489,,201.4191,150.3192,,201.4191,84.3891,,201.4191,47.7881,,201.4191,21.2013,,201.4191,33.2717,,201.4191,19.5050,,201.4191,34.7918,,
201.5192,57.6584,,201.5192,8.0372,,201.5192,20.4799,,201.5192,40.1665,,201.5192,72.5170,,201.5192,82.7309,,201.5192,5.2803,,201.5192,19.5418,,201.5192,93.9356,,201.5192,32.9788,,201.5192,432.5244,,201.5192,32.9788,,201.5192,432.5244,,201.5192,121.0315,,201.5192,203.2099,,201.5192,12.6779,,201.5192,30.1084,,201.5192,14.9014,,201.5192,298.8736,,201.5192,134.4279,,201.5192,33.6949,,201.5192,22.9765,,201.5192,16.3997,,201.5192,12.4407,,201.5192,64.0936,,
201.6193,78.5543,,201.6193,15.2933,,201.6193,19.8800,,201.6193,26.9645,,201.6193,49.5054,,201.6193,82.5405,,201.6193,44.6721,,201.6193,8.9406,,201.6193,131.3036,,201.6193,4.1889,,201.6193,1010.4100,,201.6193,4.1889,,201.6193,1010.4100,,201.6193,180.8471,,201.6193,149.9945,,201.6193,9.2708,,201.6193,37.2844,,201.6193,9.1167,,201.6193,805.8163,,201.6193,154.7705,,201.6193,13.6135,,201.6193,8.4657,,201.6193,12.0770,,201.6193,38.9985,,201.6193,127.2424,,
201.7193,72.1882,,201.7193,14.5428,,201.7193,28.9647,,201.7193,21.4404,,201.7193,99.0339,,201.7193,58.0889,,201.7193,62.0483,,201.7193,4.8278,,201.7193,110.3852,,201.7193,17.5138,,201.7193,381.8229,,201.7193,17.5138,,201.7193,381.8229,,201.7193,145.1265,,201.7193,194.1761,,201.7193,1.6090,,201.7193,56.7738,,201.7193,12.7566,,201.7193,961.0823,,201.7193,70.3707,,201.7193,34.5112,,201.7193,7.8074,,201.7193,20.1724,,201.7193,44.0775,,201.7193,47.9063,,
201.8194,15.0004,,201.8194,24.1651,,201.8194,12.4864,,201.8194,20.0946,,201.8194,252.2449,,201.8194,65.8181,,201.8194,109.5499,,201.8194,6.1816,,201.8194,40.8726,,201.8194,13.7069,,201.8194,1501.2350,,201.8194,13.7069,,201.8194,1501.2350,,201.8194,69.0695,,201.8194,135.0536,,201.8194,12.2221,,201.8194,55.6694,,201.8194,28.5415,,201.8194,572.3269,,201.8194,12.6960,,201.8194,42.0940,,201.8194,8.7472,,201.8194,30.2522,,201.8194,29.9249,,201.8194,92.4284,,
201.9194,61.3161,,201.9194,15.4655,,201.9194,43.9650,,201.9194,10.1975,,201.9194,302.9783,,201.9194,28.7040,,201.9194,85.5784,,201.9194,11.1997,,201.9194,18.3320,,201.9194,19.5651,,201.9194,1111.2840,,201.9194,19.5651,,201.9194,1111.2840,,201.9194,70.5152,,201.9194,139.0851,,201.9194,14.0823,,201.9194,45.5494,,201.9194,26.7767,,201.9194,398.0746,,201.9194,31.2896,,201.9194,6.1232,,201.9194,1.3487,,201.9194,24.2088,,201.9194,18.9367,,201.9194,128.3750,,
202.0195,78.3333,,202.0195,2.5743,,202.0195,43.0246,,202.0195,10.0879,,202.0195,313.0532,,202.0195,56.9100,,202.0195,55.9379,,202.0195,16.2443,,202.0195,21.3443,,202.0195,17.6727,,202.0195,279.8182,,202.0195,17.6727,,202.0195,279.8182,,202.0195,79.4633,,202.0195,178.6729,,202.0195,9.6136,,202.0195,36.9634,,202.0195,14.0771,,202.0195,534.4086,,202.0195,68.1694,,202.0195,64.6635,,202.0195,12.5628,,202.0195,28.5970,,202.0195,10.6395,,202.0195,117.6144,,
202.1195,22.5772,,202.1195,17.3077,,202.1195,12.3833,,202.1195,11.0544,,202.1195,182.4144,,202.1195,27.0905,,202.1195,69.2231,,202.1195,15.5699,,202.1195,49.7945,,202.1195,13.8976,,202.1195,1324.0890,,202.1195,13.8976,,202.1195,1324.0890,,202.1195,35.1798,,202.1195,128.3898,,202.1195,9.0757,,202.1195,54.3491,,202.1195,9.5383,,202.1195,757.8481,,202.1195,43.0351,,202.1195,74.9085,,202.1195,14.8535,,202.1195,49.1729,,202.1195,17.2016,,202.1195,89.4088,,
202.2196,41.4881,,202.2196,20.8607,,202.2196,14.6066,,202.2196,6.7198,,202.2196,170.2092,,202.2196,38.3559,,202.2196,57.1508,,202.2196,12.5725,,202.2196,96.8147,,202.2196,33.1505,,202.2196,1983.6140,,202.2196,33.1505,,202.2196,1983.6140,,202.2196,57.2219,,202.2196,205.5298,,202.2196,9.9380,,202.2196,49.5099,,202.2196,19.1356,,202.2196,389.8093,,202.2196,33.8446,,202.2196,24.9847,,202.2196,8.4010,,202.2196,33.2084,,202.2196,24.7883,,202.2196,128.3661,,
202.3197,65.4481,,202.3197,9.1731,,202.3197,23.8011,,202.3197,20.3877,,202.3197,119.3394,,202.3197,38.2394,,202.3197,23.4562,,202.3197,7.6626,,202.3197,84.3448,,202.3197,14.0127,,202.3197,1065.1860,,202.3197,14.0127,,202.3197,1065.1860,,202.3197,67.6312,,202.3197,235.0709,,202.3197,12.2376,,202.3197,71.4339,,202.3197,14.4089,,202.3197,83.7410,,202.3197,71.5476,,202.3197,55.2754,,202.3197,14.7536,,202.3197,34.2305,,202.3197,3.6488,,202.3197,17.1856,,
202.4197,115.6279,,202.4197,1.6039,,202.4197,15.2307,,202.4197,8.7483,,202.4197,160.2500,,202.4197,7.5423,,202.4197,34.2927,,202.4197,13.7136,,202.4197,48.0714,,202.4197,9.4962,,202.4197,814.0468,,202.4197,9.4962,,202.4197,814.0468,,202.4197,66.7262,,202.4197,235.8888,,202.4197,19.9925,,202.4197,37.6101,,202.4197,12.9349,,202.4197,413.3971,,202.4197,52.4155,,202.4197,87.9800,,202.4197,21.4840,,202.4197,9.3297,,202.4197,20.8911,,202.4197,83.3407,,
202.5198,160.2238,,202.5198,18.8742,,202.5198,40.8231,,202.5198,19.5112,,202.5198,18.9586,,202.5198,25.0774,,202.5198,135.4539,,202.5198,17.3920,,202.5198,56.0284,,202.5198,16.6006,,202.5198,566.7115,,202.5198,16.6006,,202.5198,566.7115,,202.5198,63.4878,,202.5198,139.1432,,202.5198,22.2571,,202.5198,4.1284,,202.5198,10.6907,,202.5198,507.5442,,202.5198,49.8036,,202.5198,14.2161,,202.5198,20.9960,,202.5198,8.8809,,202.5198,30.8300,,202.5198,29.5891,,
202.6198,121.2768,,202.6198,28.9764,,202.6198,60.5179,,202.6198,22.1389,,202.6198,153.9128,,202.6198,5.8836,,202.6198,138.8371,,202.6198,1.3023,,202.6198,52.9467,,202.6198,25.9852,,202.6198,975.1399,,202.6198,25.9852,,202.6198,975.1399,,202.6198,9.9793,,202.6198,40.7794,,202.6198,16.1748,,202.6198,47.4505,,202.6198,19.7689,,202.6198,295.8033,,202.6198,24.0935,,202.6198,56.8591,,202.6198,16.4700,,202.6198,41.6838,,202.6198,28.8281,,202.6198,126.3333,,
202.7199,22.8668,,202.7199,19.8735,,202.7199,47.4921,,202.7199,15.8354,,202.7199,34.3842,,202.7199,16.3056,,202.7199,37.6594,,202.7199,22.8318,,202.7199,45.5773,,202.7199,28.7981,,202.7199,1144.5720,,202.7199,28.7981,,202.7199,1144.5720,,202.7199,79.7319,,202.7199,68.0793,,202.7199,12.8458,,202.7199,74.0834,,202.7199,30.7934,,202.7199,391.7268,,202.7199,24.1677,,202.7199,108.5743,,202.7199,9.9646,,202.7199,59.2539,,202.7199,24.7980,,202.7199,9.1656,,
