Red ROI - X,,,Blue ROI - X,,,Blue ROI - Y,,,Green ROI - X,,,Green ROI - Y,,,Orange ROI - X,,,Orange ROI - Y,,,Yellow ROI - X,,,Yellow ROI - Y,,,Pink ROI - X,,,Pink ROI - Y,,,Purple ROI - X,,,Purple ROI - Y,,,Red ROI - X,,,Red ROI - Y,,,Blue ROI - X,,,Blue ROI - Y,,,Green ROI - X,,,Green ROI - Y,,,Orange ROI - X,,,Orange ROI - Y,,,Yellow ROI - X,,,Yellow ROI - Y,,,Pink ROI - X,,,Pink ROI - Y,,,
Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,Amplitude Units,Pk-Pk Disp (microns),,
Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,Frequency (Hz),Amplitude,,
330.9958,48.2771,,330.9958,5.2503,,330.9958,79.3078,,330.9958,46.6079,,330.9958,129.7721,,330.9958,51.4842,,330.9958,76.1161,,330.9958,20.8410,,330.9958,43.2558,,330.9958,8.0660,,330.9958,1740.9740,,330.9958,8.0660,,330.9958,1740.9740,,330.9958,78.6564,,330.9958,110.3334,,330.9958,21.1236,,330.9958,16.1912,,330.9958,26.3500,,330.9958,179.5583,,330.9958,19.1214,,330.9958,65.7986,,330.9958,27.0220,,330.9958,3.8553,,330.9958,40.4620,,330.9958,50.6364,,
331.0958,78.3647,,331.0958,9.7639,,331.0958,44.6270,,331.0958,30.6252,,331.0958,327.3337,,331.0958,51.1693,,331.0958,17.6848,,331.0958,3.1538,,331.0958,24.2764,,331.0958,18.5577,,331.0958,735.9799,,331.0958,18.5577,,331.0958,735.9799,,331.0958,66.4432,,331.0958,134.9559,,331.0958,19.6159,,331.0958,16.5251,,331.0958,27.3800,,331.0958,193.4866,,331.0958,45.2135,,331.0958,96.5605,,331.0958,19.9307,,331.0958,23.0325,,331.0958,6.9532,,331.0958,120.3597,,
331.1959,105.3895,,331.1959,2.1492,,331.1959,42.1480,,331.1959,31.4121,,331.1959,225.5710,,331.1959,34.4677,,331.1959,79.6667,,331.1959,17.4436,,331.1959,14.7197,,331.1959,18.7763,,331.1959,1600.3130,,331.1959,18.7763,,331.1959,1600.3130,,331.1959,80.9989,,331.1959,97.5851,,331.1959,4.5607,,331.1959,50.2386,,331.1959,22.6872,,331.1959,310.8338,,331.1959,67.3495,,331.1959,59.4425,,331.1959,3.4730,,331.1959,35.0319,,331.1959,30.5380,,331.1959,69.4700,,
331.2960,27.5075,,331.2960,8.3057,,331.2960,60.9913,,331.2960,30.2617,,331.2960,131.3392,,331.2960,13.9861,,331.2960,38.2019,,331.2960,9.8797,,331.2960,68.6410,,331.2960,27.1887,,331.2960,1177.6460,,331.2960,27.1887,,331.2960,1177.6460,,331.2960,64.1225,,331.2960,66.8019,,331.2960,7.4732,,331.2960,24.0447,,331.2960,19.3164,,331.2960,773.6902,,331.2960,64.5139,,331.2960,58.8716,,331.2960,0.7901,,331.2960,9.9643,,331.2960,38.5904,,331.2960,158.3214,,
331.3960,46.1118,,331.3960,4.6602,,331.3960,68.1804,,331.3960,7.9946,,331.3960,175.6278,,331.3960,54.5879,,331.3960,149.3167,,331.3960,15.7113,,331.3960,61.9720,,331.3960,25.6628,,331.3960,783.0581,,331.3960,25.6628,,331.3960,783.0581,,331.3960,37.8304,,331.3960,47.3669,,331.3960,10.4944,,331.3960,20.9296,,331.3960,27.6934,,331.3960,1110.8230,,331.3960,43.9611,,331.3960,33.7422,,331.3960,8.7385,,331.3960,28.0561,,331.3960,18.0728,,331.3960,234.9296,,
331.4961,77.1643,,331.4961,6.1284,,331.4961,34.6371,,331.4961,19.4156,,331.4961,101.9112,,331.4961,61.8471,,331.4961,140.4504,,331.4961,8.9737,,331.4961,47.6209,,331.4961,14.6011,,331.4961,623.0455,,331.4961,14.6011,,331.4961,623.0455,,331.4961,67.5197,,331.4961,60.9678,,331.4961,13.5213,,331.4961,32.9409,,331.4961,14.6400,,331.4961,686.8590,,331.4961,32.8262,,331.4961,26.1331,,331.4961,14.7690,,331.4961,15.1477,,331.4961,14.3761,,331.4961,150.1839,,
331.5961,87.4768,,331.5961,5.4892,,331.5961,16.8711,,331.5961,18.8894,,331.5961,155.8967,,331.5961,26.0042,,331.5961,60.8496,,331.5961,12.3125,,331.5961,69.5916,,331.5961,10.1572,,331.5961,530.7367,,331.5961,10.1572,,331.5961,530.7367,,331.5961,48.3602,,331.5961,51.8202,,331.5961,10.2508,,331.5961,18.1636,,331.5961,14.5455,,331.5961,492.4049,,331.5961,20.7709,,331.5961,43.4289,,331.5961,7.3845,,331.5961,12.4924,,331.5961,17.6817,,331.5961,74.7350,,
331.6962,58.1060,,331.6962,4.6076,,331.6962,48.8407,,331.6962,23.7599,,331.6962,298.6640,,331.6962,57.5761,,331.6962,26.9065,,331.6962,3.3271,,331.6962,33.4601,,331.6962,6.1958,,331.6962,1030.0890,,331.6962,6.1958,,331.6962,1030.0890,,331.6962,68.3759,,331.6962,123.7726,,331.6962,17.4042,,331.6962,62.1879,,331.6962,14.8207,,331.6962,674.7590,,331.6962,22.0698,,331.6962,92.0802,,331.6962,10.0320,,331.6962,28.9315,,331.6962,6.4445,,331.6962,142.8217,,
331.7962,49.4946,,331.7962,12.8507,,331.7962,68.4127,,331.7962,25.7908,,331.7962,93.6131,,331.7962,67.4720,,331.7962,32.6553,,331.7962,12.5278,,331.7962,39.3743,,331.7962,17.3510,,331.7962,435.5651,,331.7962,17.3510,,331.7962,435.5651,,331.7962,35.1827,,331.7962,171.8116,,331.7962,15.0866,,331.7962,59.8192,,331.7962,20.4776,,331.7962,1161.7380,,331.7962,49.6712,,331.7962,103.8270,,331.7962,8.1296,,331.7962,40.3110,,331.7962,54.7969,,331.7962,214.7709,,
331.8963,58.5165,,331.8963,8.4431,,331.8963,31.9837,,331.8963,0.8338,,331.8963,279.4737,,331.8963,38.4375,,331.8963,69.8561,,331.8963,10.9912,,331.8963,31.3130,,331.8963,28.4794,,331.8963,791.4996,,331.8963,28.4794,,331.8963,791.4996,,331.8963,63.6875,,331.8963,217.0224,,331.8963,17.9595,,331.8963,66.6434,,331.8963,15.8843,,331.8963,378.6921,,331.8963,19.8342,,331.8963,80.0382,,331.8963,6.7300,,331.8963,68.9458,,331.8963,50.3105,,331.8963,130.0822,,
331.9964,53.5441,,331.9964,5.9881,,331.9964,41.1396,,331.9964,30.0904,,331.9964,194.5904,,331.9964,26.7660,,331.9964,22.8536,,331.9964,19.1406,,331.9964,88.7292,,331.9964,23.9289,,331.9964,675.6254,,331.9964,23.9289,,331.9964,675.6254,,331.9964,85.2000,,331.9964,189.7713,,331.9964,28.0183,,331.9964,28.7581,,331.9964,25.8309,,331.9964,735.6519,,331.9964,46.6632,,331.9964,94.5005,,331.9964,22.1308,,331.9964,33.1675,,331.9964,54.3683,,331.9964,71.1968,,
332.0964,24.0707,,332.0964,2.7713,,332.0964,54.7619,,332.0964,25.9104,,332.0964,120.0259,,332.0964,43.4080,,332.0964,9.2142,,332.0964,5.6358,,332.0964,85.1096,,332.0964,14.1353,,332.0964,923.2279,,332.0964,14.1353,,332.0964,923.2279,,332.0964,88.5087,,332.0964,79.8959,,332.0964,27.0116,,332.0964,68.7121,,332.0964,40.8758,,332.0964,1095.8160,,332.0964,54.3217,,332.0964,108.3877,,332.0964,16.0030,,332.0964,44.1773,,332.0964,61.2377,,332.0964,61.4273,,
332.1965,38.4721,,332.1965,4.5809,,332.1965,52.1481,,332.1965,6.6904,,332.1965,227.8647,,332.1965,39.2512,,332.1965,98.1231,,332.1965,5.3369,,332.1965,65.6974,,332.1965,18.9546,,332.1965,878.6603,,332.1965,18.9546,,332.1965,878.6603,,332.1965,68.5583,,332.1965,98.9843,,332.1965,25.6455,,332.1965,80.1443,,332.1965,27.7704,,332.1965,885.1638,,332.1965,36.6341,,332.1965,75.3587,,332.1965,7.7009,,332.1965,43.3652,,332.1965,24.4220,,332.1965,116.5120,,
332.2965,27.0894,,332.2965,17.2945,,332.2965,26.1338,,332.2965,15.9690,,332.2965,156.4262,,332.2965,64.4167,,332.2965,75.7385,,332.2965,11.7549,,332.2965,55.9451,,332.2965,9.8234,,332.2965,809.5783,,332.2965,9.8234,,332.2965,809.5783,,332.2965,39.2805,,332.2965,46.3831,,332.2965,16.6066,,332.2965,75.9464,,332.2965,21.8891,,332.2965,575.3149,,332.2965,15.3937,,332.2965,78.1554,,332.2965,7.1948,,332.2965,38.4262,,332.2965,21.6437,,332.2965,167.2913,,
332.3966,20.9678,,332.3966,11.5159,,332.3966,42.5112,,332.3966,25.3894,,332.3966,116.4565,,332.3966,65.2178,,332.3966,41.3976,,332.3966,15.3724,,332.3966,26.5611,,332.3966,2.7861,,332.3966,748.5313,,332.3966,2.7861,,332.3966,748.5313,,332.3966,57.1648,,332.3966,126.4617,,332.3966,1.5370,,332.3966,60.8701,,332.3966,13.9243,,332.3966,1182.3710,,332.3966,9.1997,,332.3966,35.1486,,332.3966,7.7903,,332.3966,54.2211,,332.3966,37.2604,,332.3966,79.2430,,
332.4967,53.5548,,332.4967,1.8031,,332.4967,33.6738,,332.4967,29.9169,,332.4967,197.0732,,332.4967,23.9508,,332.4967,67.8453,,332.4967,18.0084,,332.4967,91.1048,,332.4967,20.0278,,332.4967,723.2031,,332.4967,20.0278,,332.4967,723.2031,,332.4967,26.4405,,332.4967,136.5231,,332.4967,11.2047,,332.4967,13.4379,,332.4967,12.2203,,332.4967,735.4702,,332.4967,58.9442,,332.4967,107.3929,,332.4967,14.8870,,332.4967,24.6119,,332.4967,49.3333,,332.4967,88.4731,,
332.5967,47.1372,,332.5967,12.5368,,332.5967,33.3554,,332.5967,35.9658,,332.5967,267.5779,,332.5967,37.7256,,332.5967,13.9524,,332.5967,9.1310,,332.5967,53.8130,,332.5967,31.2688,,332.5967,670.2418,,332.5967,31.2688,,332.5967,670.2418,,332.5967,8.0427,,332.5967,65.2509,,332.5967,12.4774,,332.5967,11.3928,,332.5967,25.3539,,332.5967,527.4699,,332.5967,91.8883,,332.5967,89.7680,,332.5967,15.6495,,332.5967,1.4516,,332.5967,35.9625,,332.5967,119.7889,,
332.6968,32.0917,,332.6968,10.3435,,332.6968,30.2025,,332.6968,39.6724,,332.6968,190.8392,,332.6968,39.4052,,332.6968,92.2906,,332.6968,5.1718,,332.6968,29.9503,,332.6968,18.3558,,332.6968,565.6829,,332.6968,18.3558,,332.6968,565.6829,,332.6968,26.8339,,332.6968,104.5521,,332.6968,14.7987,,332.6968,34.8978,,332.6968,24.0885,,332.6968,232.2223,,332.6968,78.7968,,332.6968,31.9181,,332.6968,15.4457,,332.6968,18.1361,,332.6968,38.0308,,332.6968,86.5349,,
332.7968,17.0014,,332.7968,8.8273,,332.7968,64.1203,,332.7968,30.7091,,332.7968,311.0140,,332.7968,58.8240,,332.7968,75.2685,,332.7968,7.6171,,332.7968,15.1786,,332.7968,7.2707,,332.7968,417.2424,,332.7968,7.2707,,332.7968,417.2424,,332.7968,44.3774,,332.7968,92.9253,,332.7968,25.9836,,332.7968,15.4917,,332.7968,18.5760,,332.7968,883.1339,,332.7968,49.9669,,332.7968,77.5123,,332.7968,10.6948,,332.7968,18.4000,,332.7968,46.0132,,332.7968,33.9818,,
332.8969,18.0639,,332.8969,5.2727,,332.8969,44.2267,,332.8969,23.9726,,332.8969,327.3181,,332.8969,96.3910,,332.8969,19.3326,,332.8969,3.4538,,332.8969,44.1714,,332.8969,10.0300,,332.8969,953.1498,,332.8969,10.0300,,332.8969,953.1498,,332.8969,61.8022,,332.8969,43.2435,,332.8969,17.7097,,332.8969,26.4838,,332.8969,11.4801,,332.8969,1232.8670,,332.8969,102.9997,,332.8969,33.3366,,332.8969,17.9395,,332.8969,23.4321,,332.8969,65.2509,,332.8969,93.4748,,
332.9970,62.6739,,332.9970,12.4623,,332.9970,2.2639,,332.9970,53.9488,,332.9970,113.8666,,332.9970,77.3708,,332.9970,106.1746,,332.9970,8.7400,,332.9970,91.3813,,332.9970,11.7790,,332.9970,208.9906,,332.9970,11.7790,,332.9970,208.9906,,332.9970,93.9543,,332.9970,47.9441,,332.9970,9.1515,,332.9970,48.0013,,332.9970,2.8309,,332.9970,820.4120,,332.9970,122.5805,,332.9970,12.4835,,332.9970,18.9635,,332.9970,29.7308,,332.9970,40.4274,,332.9970,139.9322,,
333.0970,87.3829,,333.0970,17.4048,,333.0970,19.6362,,333.0970,37.2366,,333.0970,23.4736,,333.0970,104.4853,,333.0970,158.7742,,333.0970,12.8274,,333.0970,112.5500,,333.0970,14.9768,,333.0970,1278.6930,,333.0970,14.9768,,333.0970,1278.6930,,333.0970,109.1338,,333.0970,88.4074,,333.0970,24.4870,,333.0970,38.7464,,333.0970,13.0706,,333.0970,454.9820,,333.0970,107.5038,,333.0970,48.2937,,333.0970,25.3196,,333.0970,42.3569,,333.0970,22.2632,,333.0970,62.8216,,
333.1971,26.5859,,333.1971,11.9338,,333.1971,38.1753,,333.1971,22.4406,,333.1971,23.3515,,333.1971,88.1654,,333.1971,113.2901,,333.1971,11.2531,,333.1971,43.3590,,333.1971,9.0032,,333.1971,1256.2680,,333.1971,9.0032,,333.1971,1256.2680,,333.1971,134.3778,,333.1971,83.2111,,333.1971,27.9599,,333.1971,32.1823,,333.1971,14.4252,,333.1971,952.5533,,333.1971,113.3233,,333.1971,61.1404,,333.1971,41.5034,,333.1971,53.7372,,333.1971,41.9085,,333.1971,147.0664,,
333.2971,36.9831,,333.2971,8.2180,,333.2971,26.6839,,333.2971,17.6487,,333.2971,123.3597,,333.2971,126.4772,,333.2971,27.9871,,333.2971,18.9184,,333.2971,43.2228,,333.2971,15.2563,,333.2971,780.4186,,333.2971,15.2563,,333.2971,780.4186,,333.2971,73.1405,,333.2971,21.7614,,333.2971,19.9265,,333.2971,12.4919,,333.2971,16.5057,,333.2971,609.0853,,333.2971,109.0557,,333.2971,107.4435,,333.2971,26.3094,,333.2971,20.9799,,333.2971,57.9380,,333.2971,185.2039,,
333.3972,41.8836,,333.3972,14.4992,,333.3972,52.5905,,333.3972,13.4288,,333.3972,124.0505,,333.3972,108.7966,,333.3972,102.8467,,333.3972,12.8714,,333.3972,72.4736,,333.3972,24.3894,,333.3972,271.7643,,333.3972,24.3894,,333.3972,271.7643,,333.3972,84.1635,,333.3972,123.2281,,333.3972,10.9399,,333.3972,75.0325,,333.3972,32.0470,,333.3972,244.5153,,333.3972,59.1588,,333.3972,104.7345,,333.3972,10.2764,,333.3972,61.2356,,333.3972,14.1605,,333.3972,283.6665,,
333.4973,32.2021,,333.4973,20.5455,,333.4973,60.3905,,333.4973,16.8640,,333.4973,139.7538,,333.4973,7.1940,,333.4973,100.5527,,333.4973,11.5135,,333.4973,71.8061,,333.4973,29.4969,,333.4973,617.5905,,333.4973,29.4969,,333.4973,617.5905,,333.4973,62.9014,,333.4973,179.0871,,333.4973,17.9173,,333.4973,88.1537,,333.4973,10.6080,,333.4973,309.6183,,333.4973,40.9635,,333.4973,43.5017,,333.4973,5.9828,,333.4973,73.6479,,333.4973,48.6508,,333.4973,72.2643,,
333.5973,59.6927,,333.5973,17.4726,,333.5973,52.0460,,333.5973,18.1627,,333.5973,304.4660,,333.5973,53.1070,,333.5973,57.9161,,333.5973,7.8061,,333.5973,71.0280,,333.5973,25.7125,,333.5973,1578.6790,,333.5973,25.7125,,333.5973,1578.6790,,333.5973,54.0544,,333.5973,146.1485,,333.5973,16.8163,,333.5973,67.8919,,333.5973,26.2066,,333.5973,609.7862,,333.5973,40.3203,,333.5973,36.5063,,333.5973,19.2659,,333.5973,38.2443,,333.5973,14.8685,,333.5973,101.3114,,
333.6974,90.5859,,333.6974,16.0560,,333.6974,23.0327,,333.6974,18.1067,,333.6974,309.4163,,333.6974,31.2923,,333.6974,51.9562,,333.6974,9.8690,,333.6974,81.2998,,333.6974,25.3338,,333.6974,1177.7680,,333.6974,25.3338,,333.6974,1177.7680,,333.6974,16.8889,,333.6974,126.6007,,333.6974,5.0339,,333.6974,42.2243,,333.6974,20.2991,,333.6974,1070.7860,,333.6974,11.7698,,333.6974,70.0761,,333.6974,12.0699,,333.6974,4.8638,,333.6974,19.4859,,333.6974,189.7532,,
333.7974,73.5370,,333.7974,9.4671,,333.7974,25.9153,,333.7974,16.1339,,333.7974,144.1543,,333.7974,62.5492,,333.7974,38.5214,,333.7974,5.6302,,333.7974,48.6343,,333.7974,13.4900,,333.7974,1097.7340,,333.7974,13.4900,,333.7974,1097.7340,,333.7974,42.2488,,333.7974,107.7590,,333.7974,11.9340,,333.7974,34.1285,,333.7974,15.1244,,333.7974,1187.4680,,333.7974,9.3613,,333.7974,77.7915,,333.7974,7.6978,,333.7974,47.4685,,333.7974,19.2698,,333.7974,154.6076,,
333.8975,32.2230,,333.8975,10.8784,,333.8975,47.7844,,333.8975,23.4298,,333.8975,231.3339,,333.8975,18.4437,,333.8975,13.8006,,333.8975,8.5670,,333.8975,20.6972,,333.8975,22.6627,,333.8975,1065.3900,,333.8975,22.6627,,333.8975,1065.3900,,333.8975,7.9086,,333.8975,28.6344,,333.8975,23.9422,,333.8975,25.1295,,333.8975,14.8869,,333.8975,792.2411,,333.8975,29.7379,,333.8975,91.2040,,333.8975,19.3745,,333.8975,52.0570,,333.8975,29.6697,,333.8975,66.1474,,
333.9975,56.6715,,333.9975,12.3483,,333.9975,42.8072,,333.9975,12.8142,,333.9975,208.3226,,333.9975,18.2267,,333.9975,47.0614,,333.9975,17.0780,,333.9975,58.0410,,333.9975,9.0769,,333.9975,943.4639,,333.9975,9.0769,,333.9975,943.4639,,333.9975,49.2129,,333.9975,188.8095,,333.9975,9.2548,,333.9975,49.5019,,333.9975,31.3930,,333.9975,253.5734,,333.9975,44.2663,,333.9975,144.9370,,333.9975,11.9517,,333.9975,34.1620,,333.9975,39.4078,,333.9975,63.5993,,
334.0976,37.9774,,334.0976,14.3005,,334.0976,45.5570,,334.0976,39.4921,,334.0976,45.0506,,334.0976,19.1277,,334.0976,31.9845,,334.0976,13.9645,,334.0976,68.0235,,334.0976,19.1702,,334.0976,647.2565,,334.0976,19.1702,,334.0976,647.2565,,334.0976,72.2858,,334.0976,190.6842,,334.0976,19.0281,,334.0976,43.3094,,334.0976,36.1031,,334.0976,961.9049,,334.0976,8.7964,,334.0976,178.7130,,334.0976,9.6907,,334.0976,20.1581,,334.0976,40.5738,,334.0976,168.8747,,
334.1977,36.0361,,334.1977,14.0946,,334.1977,24.1430,,334.1977,45.5605,,334.1977,125.1012,,334.1977,29.5124,,334.1977,30.6398,,334.1977,10.4910,,334.1977,91.0668,,334.1977,9.2247,,334.1977,366.0062,,334.1977,9.2247,,334.1977,366.0062,,334.1977,15.6383,,334.1977,136.0758,,334.1977,18.4923,,334.1977,39.3238,,334.1977,38.5035,,334.1977,529.9553,,334.1977,27.7642,,334.1977,175.5158,,334.1977,14.9587,,334.1977,12.1246,,334.1977,21.9632,,334.1977,117.7471,,
334.2977,49.5316,,334.2977,16.3387,,334.2977,56.9145,,334.2977,36.8670,,334.2977,117.7144,,334.2977,53.1160,,334.2977,73.0147,,334.2977,5.7594,,334.2977,65.1042,,334.2977,9.5065,,334.2977,660.6957,,334.2977,9.5065,,334.2977,660.6957,,334.2977,91.1441,,334.2977,238.1049,,334.2977,1.6421,,334.2977,34.8902,,334.2977,17.2519,,334.2977,182.3452,,334.2977,32.5524,,334.2977,162.0560,,334.2977,12.9985,,334.2977,45.4221,,334.2977,14.1404,,334.2977,15.1258,,
334.3978,13.9729,,334.3978,16.2851,,334.3978,70.7288,,334.3978,24.3767,,334.3978,214.4097,,334.3978,68.5069,,334.3978,47.9545,,334.3978,9.9832,,334.3978,53.9238,,334.3978,5.5430,,334.3978,1075.4490,,334.3978,5.5430,,334.3978,1075.4490,,334.3978,102.0435,,334.3978,133.5232,,334.3978,16.1844,,334.3978,32.3902,,334.3978,20.1144,,334.3978,410.0347,,334.3978,60.8239,,334.3978,141.6186,,334.3978,16.8723,,334.3978,17.5832,,334.3978,26.6336,,334.3978,17.3654,,
334.4978,37.3673,,334.4978,8.5202,,334.4978,27.3241,,334.4978,20.4306,,334.4978,212.5922,,334.4978,103.1706,,334.4978,58.4584,,334.4978,11.2262,,334.4978,67.6665,,334.4978,11.0269,,334.4978,835.3137,,334.4978,11.0269,,334.4978,835.3137,,334.4978,58.3095,,334.4978,34.1536,,334.4978,20.2100,,334.4978,23.7093,,334.4978,13.1096,,334.4978,876.5801,,334.4978,66.6712,,334.4978,40.7846,,334.4978,26.5431,,334.4978,21.5405,,334.4978,18.0461,,334.4978,9.8043,,
334.5979,47.3463,,334.5979,14.7662,,334.5979,6.0040,,334.5979,15.5404,,334.5979,190.6080,,334.5979,67.9011,,334.5979,50.1629,,334.5979,11.4641,,334.5979,46.5758,,334.5979,13.6204,,334.5979,164.9408,,334.5979,13.6204,,334.5979,164.9408,,334.5979,25.8007,,334.5979,72.3667,,334.5979,11.8237,,334.5979,27.8737,,334.5979,10.5796,,334.5979,703.1747,,334.5979,49.5665,,334.5979,64.3730,,334.5979,18.0583,,334.5979,30.4282,,334.5979,10.4618,,334.5979,35.3777,,
334.6980,60.8448,,334.6980,12.5927,,334.6980,23.0105,,334.6980,35.3420,,334.6980,259.5728,,334.6980,10.6645,,334.6980,40.5185,,334.6980,6.6686,,334.6980,69.3067,,334.6980,9.9787,,334.6980,359.6441,,334.6980,9.9787,,334.6980,359.6441,,334.6980,20.8185,,334.6980,202.7507,,334.6980,3.9993,,334.6980,35.3865,,334.6980,7.5683,,334.6980,906.3963,,334.6980,51.2889,,334.6980,87.4872,,334.6980,9.6075,,334.6980,34.8920,,334.6980,7.3558,,334.6980,120.9769,,
334.7980,42.1517,,334.7980,12.3905,,334.7980,37.3222,,334.7980,12.7790,,334.7980,175.0534,,334.7980,40.3223,,334.7980,37.2818,,334.7980,6.3423,,334.7980,62.4340,,334.7980,9.7950,,334.7980,425.4696,,334.7980,9.7950,,334.7980,425.4696,,334.7980,46.5309,,334.7980,168.1974,,334.7980,7.3956,,334.7980,18.7482,,334.7980,23.6913,,334.7980,1243.1500,,334.7980,51.2071,,334.7980,77.6498,,334.7980,9.8396,,334.7980,27.5619,,334.7980,31.4964,,334.7980,49.9920,,
334.8981,42.0513,,334.8981,10.7543,,334.8981,33.4998,,334.8981,18.1268,,334.8981,117.4416,,334.8981,89.4763,,334.8981,74.6807,,334.8981,15.8772,,334.8981,62.5994,,334.8981,15.2471,,334.8981,665.1912,,334.8981,15.2471,,334.8981,665.1912,,334.8981,89.6534,,334.8981,153.2518,,334.8981,4.0725,,334.8981,4.1578,,334.8981,27.6709,,334.8981,952.3580,,334.8981,63.3390,,334.8981,123.6654,,334.8981,12.5872,,334.8981,18.5510,,334.8981,49.6782,,334.8981,99.3734,,
334.9981,25.6493,,334.9981,16.9699,,334.9981,42.6475,,334.9981,12.2594,,334.9981,282.3904,,334.9981,32.6427,,334.9981,59.8888,,334.9981,27.9058,,334.9981,43.3936,,334.9981,11.0791,,334.9981,1090.8350,,334.9981,11.0791,,334.9981,1090.8350,,334.9981,96.3049,,334.9981,191.6053,,334.9981,6.0133,,334.9981,46.6384,,334.9981,11.4993,,334.9981,984.8294,,334.9981,53.6558,,334.9981,141.2665,,334.9981,12.2521,,334.9981,23.1314,,334.9981,31.2525,,334.9981,107.7560,,
335.0982,110.4876,,335.0982,19.7114,,335.0982,36.4896,,335.0982,14.8825,,335.0982,37.7714,,335.0982,33.7458,,335.0982,60.5371,,335.0982,14.6025,,335.0982,18.7847,,335.0982,31.6470,,335.0982,1221.5280,,335.0982,31.6470,,335.0982,1221.5280,,335.0982,39.8944,,335.0982,92.0306,,335.0982,8.7686,,335.0982,56.9181,,335.0982,23.6895,,335.0982,1007.4800,,335.0982,18.2842,,335.0982,75.1057,,335.0982,6.6405,,335.0982,35.3108,,335.0982,52.1140,,335.0982,149.7673,,
335.1983,120.6350,,335.1983,27.8158,,335.1983,9.3298,,335.1983,36.0082,,335.1983,55.0387,,335.1983,62.5520,,335.1983,68.5845,,335.1983,28.2478,,335.1983,60.0231,,335.1983,40.6742,,335.1983,235.6660,,335.1983,40.6742,,335.1983,235.6660,,335.1983,16.7653,,335.1983,126.0881,,335.1983,7.1719,,335.1983,47.7395,,335.1983,30.1898,,335.1983,406.5700,,335.1983,29.2669,,335.1983,91.3728,,335.1983,10.6080,,335.1983,30.3516,,335.1983,49.6235,,335.1983,81.4539,,
335.2983,27.6317,,335.2983,15.2194,,335.2983,9.6376,,335.2983,44.5631,,335.2983,153.1958,,335.2983,49.3671,,335.2983,105.0414,,335.2983,28.9407,,335.2983,33.5489,,335.2983,31.1762,,335.2983,859.9803,,335.2983,31.1762,,335.2983,859.9803,,335.2983,55.6458,,335.2983,194.7727,,335.2983,8.6881,,335.2983,92.9456,,335.2983,3.2657,,335.2983,940.6348,,335.2983,13.1823,,335.2983,123.9757,,335.2983,10.1107,,335.2983,24.6455,,335.2983,27.6604,,335.2983,82.7501,,
335.3984,81.9389,,335.3984,5.0876,,335.3984,47.7522,,335.3984,55.3942,,335.3984,244.5014,,335.3984,38.3889,,335.3984,63.1063,,335.3984,8.9579,,335.3984,49.4954,,335.3984,13.3178,,335.3984,293.2137,,335.3984,13.3178,,335.3984,293.2137,,335.3984,79.2128,,335.3984,81.6983,,335.3984,4.6549,,335.3984,98.3564,,335.3984,31.3465,,335.3984,209.7069,,335.3984,46.5670,,335.3984,63.9498,,335.3984,10.8547,,335.3984,57.3143,,335.3984,24.7049,,335.3984,86.7692,,
335.4984,85.8664,,335.4984,6.7094,,335.4984,44.1878,,335.4984,34.8828,,335.4984,185.7531,,335.4984,28.4963,,335.4984,49.7295,,335.4984,16.1478,,335.4984,105.7702,,335.4984,10.9854,,335.4984,867.2595,,335.4984,10.9854,,335.4984,867.2595,,335.4984,62.2230,,335.4984,79.4633,,335.4984,11.9215,,335.4984,63.2724,,335.4984,23.4120,,335.4984,645.9837,,335.4984,37.3445,,335.4984,38.5026,,335.4984,5.0527,,335.4984,46.4377,,335.4984,22.6671,,335.4984,113.0940,,
