Frequency (Hz),Red_X,Red_Y,Blue_X,Blue_Y,Green_X,Green_Y,Orange_X,Orange_Y,Yellow_X,Yellow_Y,Pink_X,Pink_Y,Purple_X,Red2_X,Red2_Y,Blue2_X,Green2_X,Orange2_X,Yellow2_X,Pink2_X
0.2001,276.8322,815.6743,147.5055,88.5947,241.1742,168.7185,153.3773,77.6202,220.695,282.7277,196.6579,222.0762,365.0763,230.916,740.8916,65.4342,265.9566,168.1035,291.735,260.3249
0.3002,282.2921,773.8579,167.2358,226.6029,228.8551,206.2024,153.1758,248.735,231.6261,232.1786,194.7707,126.4674,203.9132,183.1512,441.3442,99.4859,213.349,49.147,135.4643,165.1853
0.4003,163.4893,364.4999,85.9633,301.4156,82.5086,284.6277,69.5731,363.5932,175.9251,136.1386,131.839,88.1631,152.2146,109.1735,468.885,52.194,172.063,68.679,121.3634,68.677
0.5004,49.155,215.0999,26.6285,103.4117,46.8094,89.0506,36.3146,133.6981,64.0205,234.9068,40.1004,98.9636,20.4792,26.3772,332.4184,60.6032,66.8223,34.1577,49.339,39.9636
0.6004,40.9887,51.4443,100.8257,362.9469,85.2331,353.8055,87.3714,405.8322,32.6141,49.1524,57.2477,256.8176,52.5778,63.7418,485.4517,79.7918,16.2947,59.2305,141.433,80.5017
0.7005,123.2261,546.1979,87.3487,1503.953,144.4707,1736.887,44.0925,1617.228,88.2857,702.6555,61.8255,753.2664,15.8545,86.2242,1077.022,23.4502,59.2968,110.5982,245.1261,285.7475
0.8006,241.9106,769.7501,47.5197,2155.23,176.1732,2582.675,52.8791,2322.35,190.6217,968.4489,166.8531,1134.855,58.4685,59.3088,1309.703,83.2299,144.0157,183.1594,274.1724,352.5489
0.9007,107.0693,222.7368,3.0134,824.008,63.9972,1013.088,33.3584,860.6452,87.1846,354.2393,79.0703,444.3746,58.4602,10.7882,480.5013,8.4353,68.7087,57.7932,88.9398,124.4361
1.0007,87.7962,59.3404,68.2919,92.0716,78.5989,124.2111,71.8053,124.5673,73.6745,89.0769,60.701,46.8816,78.8556,76.1909,127.6986,93.9675,97.0862,69.3319,126.6588,82.7915
1.1008,161.0287,96.5452,126.221,53.446,125.327,98.8359,128.1503,112.2691,132.7133,29.5421,121.3841,107.6139,120.2639,124.8127,237.1472,120.8559,146.2771,132.3673,161.1118,113.0865
1.2009,72.5078,110.1811,58.3312,69.1903,48.0604,86.2935,48.7338,120.7661,75.321,53.433,55.2959,39.1429,53.2141,71.4483,264.0556,18.7226,57.5402,56.829,70.1677,37.8274
1.301,76.496,61.1726,88.6967,22.6138,67.5972,41.1041,79.2423,53.5504,90.7787,163.2522,95.5889,105.7262,97.7262,80.1014,144.9903,83.7646,88.8491,83.2673,86.5541,77.4565
1.401,86.7345,46.285,72.1283,90.3827,65.3284,142.401,71.2436,101.7421,67.6958,96.5746,67.9657,110.4174,83.924,40.6226,78.4458,82.6052,69.4069,67.4578,50.7402,38.7725
1.5011,95.5332,225.1899,57.1873,144.1109,46.536,198.8854,68.5915,188.9773,82.5143,229.2232,75.7907,194.1,75.7884,43.6178,106.0815,77.0207,66.7766,63.2692,125.0949,111.2822
1.6012,111.8191,242.5102,89.3333,232.7338,94.7756,244.7011,100.9314,250.8645,105.3959,247.7319,112.7586,243.8081,122.1382,92.7707,68.2932,78.8043,78.9963,65.7647,167.6234,164.8595
1.7013,76.5062,90.4598,83.3127,182.2729,101.5487,227.0128,83.2352,219.6853,77.6129,200.8174,92.6306,214.8329,104.7714,78.1835,112.4436,49.0188,65.9755,31.168,150.8646,126.6882
1.8013,39.4939,73.4707,20.2994,171.5944,48.4155,283.3988,27.6075,215.8293,25.1885,48.0274,16.5428,84.2509,30.1499,23.8229,152.08,71.2612,15.5628,48.4619,12.9814,66.1957
1.9014,51.0203,263.4651,31.9568,285.8751,74.5035,443.4175,30.987,338.0246,18.8367,195.144,31.7485,274.3384,53.5196,32.0971,139.7668,42.5301,22.8655,30.083,82.2135,111.5746
2.0015,22.3315,211.7303,12.1384,287.5604,25.6943,385.2227,7.114,337.9765,43.5256,83.6636,30.3469,343.8195,16.7465,16.9965,218.0197,35.9584,20.8568,31.0633,86.2922,88.402
2.1016,40.1906,72.5237,21.6221,63.5703,34.8322,27.3029,14.9459,21.7615,32.2386,199.5231,38.0956,106.9179,18.3781,19.7466,79.4761,24.3362,1.1802,20.8917,42.7399,61.7275
2.2016,60.065,200.4642,41.817,84.0009,84.4416,233.2204,59.5203,164.5181,50.8006,183.2967,33.4687,27.4759,43.2577,62.2884,201.1269,24.9823,49.4721,26.8045,69.3802,119.5552
2.3017,90.5825,222.6614,66.7046,55.0484,78.8201,135.6112,86.7083,118.9748,60.2384,66.6711,47.363,22.1198,62.8657,60.651,190.6541,58.0537,80.1828,32.362,67.1915,109.0214
2.4018,78.5035,213.8766,40.8361,46.3739,46.9023,10.5851,52.7678,14.5333,61.9528,227.5979,35.2926,94.5335,40.4341,31.6693,189.3855,51.204,46.7901,11.9156,12.0403,42.1959
2.5019,34.6633,164.6594,21.4998,112.1009,49.7103,179.4071,28.2105,123.8967,54.1686,163.2245,25.6572,132.3619,25.7053,33.6321,143.0844,39.7556,23.5247,12.3978,26.8121,61.2147
2.6019,23.1617,89.1638,22.8451,79.2116,51.9312,146.9336,37.1388,65.3525,17.4315,82.8799,3.0666,23.5859,34.0667,14.3267,103.4708,27.6279,27.4179,15.331,14.2989,44.783
2.702,45.1357,73.1413,21.0448,140.1579,26.1406,183.7514,13.1132,125.1674,36.2295,71.7941,40.5256,145.2713,8.2024,15.7165,70.1137,32.8792,19.2096,31.1461,32.7838,62.2597
2.8021,67.2444,102.3875,29.187,96.9831,26.9876,141.0728,30.6291,91.2431,45.6173,44.8431,51.1218,79.3518,24.0875,36.8465,63.557,7.3672,27.746,19.6094,43.5819,103.1599
2.9022,5.0303,91.6973,8.3172,59.7556,5.9752,63.1333,11.1442,68.6906,18.1008,48.2481,17.105,107.4673,33.5309,15.2463,16.2782,45.2283,20.0407,44.6658,66.7988,42.7398
3.0022,17.2695,59.9498,0.6079,42.8938,10.9268,102.3738,10.2918,63.4182,39.0491,202.3656,4.0686,122.5912,32.0225,35.8595,71.1898,14.9208,34.3173,31.6264,31.6075,63.0014
3.1023,25.5462,61.3989,20.8751,51.3756,36.7746,55.2104,19.5362,55.7256,48.4651,268.8392,19.265,23.7282,22.0413,60.0144,120.5882,51.6742,27.9241,23.3243,50.4367,90.727
3.2024,12.7883,45.8236,10.4426,23.2812,14.9196,38.575,2.5228,56.9382,43.7621,187.6528,14.3752,78.2544,18.1993,21.9132,98.7965,19.7556,6.4001,23.7147,52.3455,37.5372
3.3025,19.971,42.5929,15.4554,22.6266,15.5494,28.9567,26.3264,43.3528,36.2018,109.0002,10.4026,85.0364,28.726,10.8008,109.8678,34.1702,32.1757,16.6382,54.6751,44.9433
3.4025,12.3263,58.8686,10.7143,19.8916,18.2709,49.7811,28.7273,18.3294,13.9668,28.3568,17.4246,141.4516,25.349,21.0867,149.4133,18.9216,24.2022,3.7193,36.1422,37.0762
3.5026,26.8569,110.538,16.186,32.1392,39.689,98.9766,25.7806,40.1503,33.6423,64.295,39.0848,108.8308,37.6192,28.1692,139.912,20.7995,6.0307,10.1813,38.9126,28.5521
3.6027,18.4526,145.3934,11.2698,12.1649,18.2411,84.0967,4.6497,30.2628,32.9699,103.8424,21.6681,46.1344,22.0373,19.8487,120.0687,41.4363,14.9307,34.6345,25.8106,32.4572
3.7028,25.5892,93.1116,25.1247,72.6807,34.7333,23.7366,27.3975,29.2076,36.6342,159.3604,18.9023,39.9566,48.3112,55.3523,97.9129,52.404,27.9137,67.0132,4.4833,37.1248
3.8028,49.8862,122.4795,34.7519,62.6059,46.752,42.3463,36.7577,30.1827,33.2652,84.6234,56.5794,122.7697,52.098,78.215,112.9427,30.5265,37.0577,63.8795,45.2355,48.8311
3.9029,62.7748,152.2017,39.7301,30.8479,54.0475,56.7702,37.6942,40.3776,22.5063,116.6211,66.8898,65.4894,59.8269,76.9465,116.7101,14.8893,56.0541,60.2268,73.458,71.87
4.003,58.3325,154.4122,26.7162,2.9527,55.4354,105.4338,21.4686,8.3855,27.0078,125.1193,37.5599,65.912,54.8105,47.5522,132.2382,33.378,47.0042,45.7052,39.8876,64.8643
4.1031,23.1401,148.0152,16.923,47.7318,26.158,93.2808,21.1278,25.4268,24.9156,32.0859,23.8283,77.9633,12.1716,18.0914,51.8981,64.7245,31.4065,46.4473,70.6669,79.7865
4.2031,34.7927,165.6698,25.1889,38.9172,20.7397,33.853,28.3318,11.465,8.9947,94.0931,52.4045,122.4841,46.5853,46.7821,148.938,26.3903,35.8535,18.0431,51.9832,56.3178
4.3032,44.1336,35.4408,36.9406,25.0742,47.5226,14.0782,40.2863,7.3265,30.5508,40.3811,73.8929,173.9567,70.2153,57.4852,111.2563,52.8717,50.8754,30.3561,57.7643,32.5612
4.4033,18.9209,84.0093,23.9449,35.9311,35.7094,7.1117,33.5939,25.2914,12.3396,130.4652,50.9184,143.4432,46.3642,27.7441,106.5705,62.0861,41.6438,42.8712,46.0686,40.2559
4.5034,31.4417,78.1399,27.7012,31.6588,37.4496,47.8583,30.138,32.1575,42.3953,208.9169,27.5988,87.0344,35.2299,25.2768,45.0148,26.8745,32.1887,32.1663,47.1673,44.0531
4.6034,40.7682,125.4388,19.8039,11.352,15.9463,21.6362,21.1244,25.0011,16.4851,127.0402,21.8424,61.1576,18.0735,6.8587,71.2533,24.0614,9.4953,8.2319,52.5176,27.8442
4.7035,25.2198,121.7169,7.131,27.7856,23.0206,39.7582,16.1251,26.7059,4.4674,41.9235,13.2809,57.3006,20.7858,27.5279,52.2214,26.8984,12.7652,7.0858,32.0104,27.6307
4.8036,6.7047,106.8303,11.0039,27.0042,17.4307,46.8291,17.9841,16.7359,23.6053,118.941,25.9037,19.6226,51.985,38.1767,129.7423,27.0,22.7127,21.7898,28.6445,18.7056
4.9037,13.1129,50.5579,15.742,34.677,28.7154,34.6568,20.6648,19.7561,37.29,172.0832,43.7887,59.2129,66.9804,10.7749,124.5815,33.5139,40.8282,32.6967,24.544,70.0792
5.0037,21.9545,61.2056,21.0096,44.4737,35.9717,79.0231,16.239,29.6583,28.557,146.6139,46.0732,123.4961,47.3176,33.2867,32.9844,40.3262,35.7557,22.9756,23.5887,93.7208
5.1038,20.6106,54.7618,16.3312,10.4105,22.6983,60.0433,7.1168,25.4956,2.6344,124.5816,39.9932,120.0984,27.5501,8.6205,26.1328,15.2746,25.925,43.4639,42.6315,56.3002
5.2039,19.0106,34.9183,22.8666,24.8668,21.6245,50.2577,9.6107,25.3195,19.6401,104.0617,19.1324,73.6013,25.0125,23.9664,53.9002,32.7581,18.7436,40.595,43.9349,13.7002
5.304,26.5606,27.2669,23.1697,39.5743,24.9372,59.3578,18.5363,52.2937,33.2936,53.848,26.1246,91.8186,13.3188,25.3046,194.0259,56.3183,3.8568,40.9779,33.1483,23.1394
5.404,19.0582,23.7741,8.9076,83.4543,19.9618,108.3848,11.2159,64.519,47.0377,106.6535,28.2563,55.9476,2.6734,19.8231,172.0268,43.1589,6.8945,34.2151,34.951,22.9625
5.5041,19.3155,50.2107,29.1055,84.3308,18.7704,101.9922,19.2632,52.7033,36.5662,140.9104,5.1723,30.3352,16.8159,15.9577,146.5083,44.8385,19.3134,24.5469,48.6128,6.6201
5.6042,27.9181,66.1952,33.3726,41.8973,33.7467,34.3201,31.7784,18.7042,6.6391,107.246,21.6261,47.8042,30.6098,37.4118,168.9171,38.5824,30.0493,20.8805,35.5288,28.9726
5.7043,45.1716,110.6524,23.8608,75.0483,36.8735,31.4472,30.8947,15.0027,14.6811,71.7053,29.0362,27.5307,24.2885,35.2807,100.4695,22.0346,33.4554,33.9024,39.8851,38.5249
5.8043,42.367,78.5354,18.8452,122.3576,37.4994,76.2011,30.2888,69.0067,19.1992,56.5754,22.8329,29.6663,20.1992,34.6233,67.3623,10.3711,34.112,60.7227,33.034,37.1757
5.9044,17.3869,126.0896,21.6088,76.8117,27.357,45.271,32.3556,63.2904,16.1906,66.4329,26.8369,17.014,20.9078,31.8455,168.2091,16.9229,44.2514,60.563,41.4699,47.6521
6.0045,30.0672,46.5194,32.607,38.5496,17.7895,97.8641,30.5279,53.842,36.1969,15.2819,31.2215,37.3187,22.6415,32.7741,86.7681,18.4006,49.845,53.2612,76.9065,79.7202
6.1046,40.5549,10.4819,27.9663,81.6208,21.2304,174.7806,25.1274,53.4734,37.7191,50.2273,44.6155,34.3142,26.7722,27.7975,127.0329,25.4544,35.7099,50.0064,91.5664,65.9169
6.2046,46.3427,106.7779,39.2656,103.6286,55.4214,139.1993,54.3197,45.4477,25.6781,115.8325,66.6052,116.9096,31.1514,27.3668,146.0954,58.1414,55.5242,61.2511,54.454,68.7334
6.3047,57.3033,153.0078,50.015,112.5671,69.5302,145.9498,61.2697,52.115,38.8358,212.2235,66.4454,140.9061,40.602,55.7246,180.5097,61.6864,65.7399,80.739,54.3129,47.7372
6.4048,46.2691,110.102,34.8335,79.8809,37.2483,97.5272,43.6555,50.9056,2.2944,171.1533,36.1087,158.9431,24.7927,43.8984,265.6306,25.2666,37.3463,72.1889,45.2268,19.3791
6.5049,41.6976,45.0356,20.5846,58.2902,26.6942,67.3653,32.8804,57.0447,60.2939,133.9948,15.5832,144.9967,46.8189,23.9448,261.9063,35.4158,46.9166,34.3004,60.9909,30.9824
6.6049,47.4446,68.8003,31.0396,32.3159,51.9483,56.9403,33.4685,43.8163,69.8169,169.4163,32.8956,61.0629,61.7247,34.0714,88.5895,52.8023,53.4993,44.3449,73.2869,51.9153
6.705,29.5045,89.0335,8.8406,25.5257,20.2385,41.4897,7.1944,8.7512,20.5672,155.9309,20.5147,48.1445,16.1836,13.2988,48.4907,23.7706,4.1731,23.5151,28.6748,41.518
6.8051,47.4393,128.7282,31.2761,66.378,11.6702,73.703,14.9082,44.6599,10.9535,129.4685,56.0731,80.3271,42.0858,23.5029,80.4487,73.8337,27.7736,31.2167,37.0425,35.9213
6.9052,79.8814,137.4844,64.5003,49.8923,52.8414,64.4472,47.6856,33.6303,42.4653,156.7522,52.7253,37.1686,43.7102,64.8164,178.7129,85.6066,42.9591,73.2465,13.2801,41.0615
7.0052,53.1382,24.2554,53.1773,62.4641,67.478,59.7761,38.832,49.2699,21.9992,129.6275,47.1376,144.0006,41.3989,39.0849,233.6367,59.0983,46.2777,47.4772,40.6457,43.7508
7.1053,43.3699,96.3519,22.7242,47.4164,25.703,45.2324,34.322,36.9963,65.4347,173.6665,13.5905,114.56,25.3486,21.4135,116.2573,34.8007,44.7713,28.8431,32.4353,27.3472
7.2054,16.7201,42.8633,13.3128,25.4987,16.8419,66.5791,13.8285,29.2204,23.4776,52.2011,9.9908,67.4688,20.3024,32.5092,111.8162,20.509,15.6178,15.8625,49.9422,10.8404
7.3055,22.948,76.069,9.2753,58.9233,33.4839,88.6389,25.1855,58.5341,40.5961,91.447,28.0682,56.387,18.9741,28.6938,166.249,9.1689,14.4175,47.3939,44.291,33.1306
7.4055,18.7555,64.8957,16.9033,63.8404,37.3907,60.8841,14.0416,64.9304,8.0303,38.3024,12.6921,40.2269,16.9222,25.9704,71.7363,19.3252,15.9662,39.8314,34.2848,54.0365
7.5056,35.8522,19.4061,35.9324,20.443,37.3527,51.5431,22.052,22.8788,27.9119,49.0608,28.2217,27.555,39.2628,40.3093,42.0383,19.4064,25.8989,38.4154,51.4518,85.5731
7.6057,35.0128,57.3151,21.5274,11.9829,35.6639,31.7681,29.0076,30.3389,9.4007,106.6279,25.0188,82.2288,40.4639,38.0118,179.6577,17.0956,23.6296,47.5575,52.2474,76.6745
7.7058,54.5766,50.229,54.725,48.1496,36.8562,20.7608,56.0966,18.6657,36.7199,78.5706,49.7774,54.258,43.8758,45.5239,153.9956,53.7938,58.2218,61.7615,49.3685,92.6413
7.8058,54.4387,12.017,53.9933,59.6043,42.108,66.927,52.3013,54.9094,56.1951,30.5003,51.8807,27.4759,54.6695,38.0398,29.4517,86.8728,73.4426,52.8347,98.3023,78.9704
7.9059,42.5207,55.2667,27.6201,70.1561,38.2679,127.9932,36.2516,39.8224,45.2189,34.9623,29.785,55.24,49.0113,20.5644,131.88,45.0518,65.6624,35.7524,45.4218,44.0556
8.006,21.3827,41.4957,14.6867,106.4979,55.1528,215.8866,8.9809,88.4327,7.3706,55.2257,18.2497,52.3407,25.3729,7.4412,156.2642,2.2477,24.2603,20.2156,29.0756,31.4331
8.1061,19.3372,5.709,20.1853,134.6354,50.6646,225.8794,16.8878,137.2007,4.2069,78.8455,12.0601,64.6044,25.8195,21.9188,143.6047,5.9543,8.0439,10.1182,36.4329,67.207
8.2061,28.5587,76.7399,9.0265,125.5716,13.2065,104.1367,12.0236,89.9585,33.4235,157.6054,10.9184,78.9238,23.5394,26.1676,160.2443,20.944,8.9529,9.8754,38.7862,62.8642
8.3062,16.8715,45.4554,11.1773,112.4997,11.2634,89.0966,12.6945,84.1255,18.7826,192.6463,11.8929,33.3172,11.4904,17.739,71.5283,29.8718,9.8706,39.3707,53.7105,43.9825
8.4063,47.787,68.5802,14.9208,92.2716,30.3086,53.0758,17.9079,60.6957,27.4365,68.9302,20.4512,26.3345,28.9404,39.7138,85.3048,27.4802,13.8507,51.7308,16.9156,25.4114
8.5064,29.4267,20.9527,9.8449,124.943,41.0938,142.2209,13.5572,92.3191,7.9893,108.6866,13.6482,89.616,4.6784,34.7371,88.0872,21.1004,20.8687,35.5891,42.8313,12.681
8.6064,8.1442,71.0643,24.8917,137.6536,17.1376,139.6453,9.9891,117.2871,32.8342,198.2952,34.3555,212.632,23.8335,39.2401,65.8676,26.6455,31.9185,14.2213,27.7059,11.6668
8.7065,26.9041,57.498,27.9511,141.6368,18.1571,188.5129,8.6781,148.2885,29.2262,170.4449,34.3193,218.0784,44.9807,44.7859,86.3721,3.6021,16.2069,23.9811,28.6246,25.1602
8.8066,27.7823,63.461,27.2948,226.0201,41.0883,323.8922,9.9854,241.4234,13.8525,131.597,20.6797,225.5007,37.3582,40.0003,168.8172,33.1311,5.5431,31.8166,83.1091,79.5397
8.9067,21.0585,72.3891,18.5159,189.6451,53.7606,336.8611,7.536,220.5935,8.6641,108.473,13.4652,217.8491,18.5179,35.1244,172.0296,38.5411,13.4781,41.3384,76.008,96.9031
9.0067,6.009,57.1779,11.8376,95.3362,37.2451,194.0738,4.9962,101.8477,25.8731,196.5491,7.2759,108.928,1.9534,13.8474,56.4475,35.1361,9.2765,32.082,49.2307,70.076
9.1068,17.601,18.673,9.6193,44.3177,4.9954,88.7576,3.9396,76.7026,42.7562,181.2913,1.0572,59.7024,8.7616,11.2366,32.732,36.9107,8.2759,11.2765,59.0133,19.4295
9.2069,1.2525,60.1644,7.0844,58.9362,22.7249,108.8708,8.948,82.0838,34.0852,124.6582,16.4445,28.5489,6.1313,19.5655,80.355,31.5768,5.464,17.5137,43.7491,23.0792
9.307,28.7301,102.2515,3.9203,56.3092,41.6853,53.6146,11.2577,35.5631,15.4885,109.076,26.8951,120.695,11.8798,22.7191,66.3038,21.941,6.7148,17.0769,45.808,42.7733
9.407,18.889,73.018,3.6169,71.4483,32.7128,39.2121,7.862,59.8416,21.3139,82.4004,33.6175,157.4628,11.8708,20.0867,145.4018,13.6998,6.586,9.6435,50.2497,58.6459
9.5071,14.5329,24.9719,14.884,13.8074,11.3671,48.417,4.1409,38.9576,11.1875,3.332,20.053,153.7489,24.014,29.8952,133.5537,12.6134,1.0831,7.922,33.1395,56.8208
9.6072,14.6947,57.8527,11.5655,45.4516,23.0242,63.863,11.7584,58.1053,13.3998,102.4961,15.879,116.6816,43.6626,22.0416,94.078,20.4087,9.6372,11.9642,23.8839,27.5586
9.7073,13.7007,83.2194,7.1472,24.9267,27.699,65.5769,1.4068,27.7337,16.1477,71.541,32.0822,135.1045,21.2535,8.9193,126.4206,11.0149,14.2986,10.7929,20.2971,33.2639
9.8073,12.5447,112.8192,8.2304,30.9361,18.7467,81.1967,14.5918,27.1966,34.4822,175.4645,30.3869,104.2142,16.3559,8.5166,69.2527,12.4219,8.3612,34.6092,5.0964,33.2286
9.9074,25.0313,144.5831,9.9162,26.2625,20.7177,65.7821,7.1576,34.8989,44.7474,216.4881,6.5707,49.0674,15.2097,12.2272,128.8882,37.9023,9.8325,24.5614,24.196,31.7293
10.0075,47.4729,145.6202,14.3267,37.5276,3.1794,92.5738,4.2858,33.0647,31.6135,134.0173,14.9864,42.5817,22.8859,17.7494,172.5436,22.6397,18.4997,19.3345,23.2079,44.5586
10.1076,16.1023,28.8584,11.0612,45.6998,21.1699,124.9364,5.0731,27.6604,10.8124,111.9873,9.2664,61.6477,19.9935,37.6854,152.4344,32.2917,3.9924,29.3782,47.5838,20.4412
10.2076,34.4751,70.129,13.9406,56.6414,9.0468,62.4456,12.8084,34.2679,32.781,163.9843,9.1299,42.1959,14.9013,35.3886,82.8903,31.7163,26.6764,33.2679,45.5321,48.1878
10.3077,33.353,46.7049,17.4975,55.8474,10.7853,62.2647,6.2934,51.6913,11.7719,103.9209,25.1114,78.883,12.1636,11.4715,86.5116,17.1632,22.2739,18.5795,40.6678,30.4938
10.4078,37.1743,93.0118,15.8739,43.8387,20.4881,101.9301,6.2229,50.4394,29.0942,55.0094,27.1668,39.8794,8.8547,12.0594,172.4583,13.3055,8.1514,10.8394,42.1089,4.3468
10.5079,36.5744,177.7113,11.0417,46.4832,30.1869,63.8897,8.8512,11.477,12.0229,80.4111,13.0975,80.8912,6.0756,9.0807,174.7128,27.2585,18.1211,17.8125,33.3069,18.9113
10.6079,23.6145,121.3247,21.7164,22.0933,4.5975,103.3139,20.4015,76.9496,51.763,126.9824,22.0437,59.7554,16.6494,16.2823,154.3909,31.808,29.5237,11.3533,39.5678,34.0124
10.708,12.6122,53.5227,8.9839,34.2993,7.4505,79.9364,19.9797,60.7783,21.6645,31.7716,25.4281,29.9359,19.1926,10.9312,150.3733,18.5626,14.0584,18.3435,18.7663,45.5065
10.8081,17.798,49.4385,6.9754,10.3068,9.6265,9.8505,14.2358,10.6884,11.1852,32.9696,1.0683,41.9276,24.7455,19.2745,70.4127,6.8121,7.189,14.6625,20.5748,42.7674
10.9082,21.4616,62.4066,7.5531,67.3705,19.1003,65.2564,10.1777,36.5466,17.3928,25.2053,21.9467,125.105,24.6123,23.7604,199.0269,31.5681,11.8636,11.4256,18.5748,23.464
11.0082,24.7615,49.1853,8.6653,100.2571,1.1327,106.0849,18.8992,78.5149,24.5043,6.5163,10.5927,95.5819,14.4172,8.2167,187.903,46.3257,18.5165,21.426,75.4722,13.6272
11.1083,20.89,31.9544,13.0062,67.4321,32.3092,24.6362,24.579,36.7346,29.7074,83.0212,19.8811,39.2154,17.1833,16.3549,59.3692,13.9057,11.8066,26.354,76.8306,45.1739
11.2084,2.6511,28.5838,5.4816,4.4486,39.0639,116.505,11.4586,44.1422,19.649,141.7728,7.8615,78.7428,17.6551,11.8851,48.9773,45.5198,6.3403,10.6868,38.9608,38.8222
11.3085,38.5385,57.3146,17.8547,81.3052,5.6564,75.7437,9.3025,72.7537,16.3554,193.7515,17.2906,85.6957,14.1346,40.5026,29.0715,41.9262,28.9709,19.9132,34.5704,16.4435
11.4085,44.0226,159.3815,26.4667,69.8848,23.2655,70.4508,13.504,37.8514,12.5058,139.9757,25.7491,95.0877,12.8047,55.8308,45.9395,22.4571,25.4198,24.8243,36.6263,32.8163
11.5086,46.048,184.5776,28.0582,78.794,28.0782,7.6304,13.0952,33.1814,14.5897,58.5815,24.9101,106.4235,18.4502,42.9889,77.181,24.8617,11.3237,10.6207,26.5059,21.2448
11.6087,14.5511,75.0252,3.3405,62.8813,37.1572,85.3507,6.8872,21.4687,29.4487,135.3729,6.8338,9.5517,18.0827,10.3215,166.6524,11.0259,16.7965,4.1633,51.4031,43.0092
11.7088,28.9925,50.0832,20.539,50.3529,18.8947,113.2573,20.0148,54.6165,44.4475,165.2981,26.5476,82.675,20.4581,10.8903,182.5286,3.4455,18.9414,25.6157,96.6543,80.736
11.8088,24.2191,99.2736,16.7723,29.2443,24.8144,47.4958,16.8736,28.4225,19.0761,77.5579,13.9459,73.8216,12.0937,5.6517,67.102,10.2214,19.9291,28.4825,57.6091,32.4679
11.9089,12.2159,85.2553,6.4715,25.3367,31.4102,75.3112,6.2015,27.2926,12.9781,61.5108,16.8588,95.1223,15.2272,25.2934,87.3134,23.9057,13.4608,8.5196,5.7202,21.7545
12.009,12.813,76.0417,14.6689,49.7628,14.3363,45.3632,8.3871,40.356,10.5318,45.2301,25.6665,111.3155,17.6773,31.9257,114.3584,17.6676,1.6994,1.963,42.2648,43.6996
12.1091,12.3683,72.7618,21.678,50.0908,16.8651,20.6437,7.0811,17.1596,25.9199,87.6891,38.2097,156.8076,15.117,30.8882,149.6318,19.219,5.742,24.612,50.3158,43.4769
12.2091,8.4444,61.4507,24.6185,27.8365,16.0572,30.6368,14.5098,49.8144,26.3143,109.9529,37.5976,97.2238,23.088,21.7345,161.6714,19.3284,8.1588,38.3491,29.4116,34.8916
12.3092,21.4138,162.0718,18.2963,47.6282,13.0514,87.5328,9.7504,61.2991,21.6139,125.1565,21.8378,40.0454,18.4824,9.1256,123.9169,25.6173,13.904,36.1134,12.5168,19.2144
12.4093,16.4065,114.8644,14.2873,15.804,28.9921,78.6005,3.981,13.0979,4.6685,59.7722,9.5316,54.245,8.3701,31.9635,87.551,9.1718,13.7604,34.1296,45.5929,45.8506
12.5094,10.195,71.7858,19.9397,21.1608,22.7882,34.9591,8.6837,12.3632,17.1554,70.3556,28.7587,103.5798,17.9118,57.0301,39.0415,27.6543,7.1747,27.6927,46.518,80.3972
12.6094,11.6057,67.6182,23.8179,25.5986,20.8055,66.5407,13.483,7.0252,21.4749,42.1847,27.8439,102.0849,27.494,36.9826,86.0846,42.0528,10.4586,37.9463,38.8343,66.6537
12.7095,16.5213,32.2405,18.4965,22.7495,36.1896,82.8143,21.0636,9.841,10.0425,94.6764,24.8784,107.061,7.0432,7.7863,38.9683,33.5517,26.7099,38.9137,48.874,42.163
12.8096,32.2894,29.3411,8.0488,45.6217,44.8407,59.6974,17.0456,51.037,27.5329,14.724,29.0241,134.1676,19.8306,7.8466,66.5005,29.0858,29.7105,32.8556,24.7465,10.7114
12.9097,42.794,75.1918,19.5928,16.0557,39.8174,48.642,13.392,45.4388,40.2674,147.9298,45.9,102.4139,41.8258,7.2071,59.1797,5.718,23.5729,13.7808,18.5238,22.5658
13.0097,20.2063,42.7317,18.51,16.0737,28.2539,32.162,11.8058,16.009,17.3856,46.6169,18.2052,26.3453,30.538,10.4987,86.2932,8.3937,8.2117,6.2469,26.3264,50.2208
13.1098,22.2546,83.6941,0.3111,17.6905,17.6672,41.2744,3.994,12.8216,21.763,128.9716,24.8102,103.2387,12.0174,32.1993,112.2608,10.1254,13.6402,10.3151,14.1877,42.3081
13.2099,33.2562,98.1074,15.5113,50.2468,24.7576,23.1158,10.5016,12.9944,2.5887,61.3826,22.2121,48.704,22.2158,45.1623,18.7047,34.578,20.9558,10.539,30.0062,43.0021
13.31,19.058,64.0247,14.1863,60.9128,17.9159,27.1617,8.2988,6.3821,28.6371,143.5172,6.9898,23.5602,20.0403,25.6012,72.8057,52.5826,15.1292,10.833,8.6803,24.3518
13.41,2.3543,90.7372,11.6169,32.745,28.6263,12.0748,13.9007,22.5995,58.4512,275.29,21.8952,51.2384,18.62,16.6809,86.3287,8.833,10.5666,19.0183,49.0719,18.7365
13.5101,11.2125,67.1408,22.7356,41.9168,28.19,83.0956,17.6953,18.5712,49.8726,235.3261,18.0239,70.2092,25.5307,38.0367,119.6254,32.2912,16.2827,6.9677,32.6364,24.2777
