Frequency (Hz),Red_X,Red_Y,Blue_X,Blue_Y,Green_X,Green_Y,Orange_X,Orange_Y,Yellow_X,Yellow_Y,Pink_X,Pink_Y,Purple_X,Red2_X,Red2_Y,Blue2_X,Green2_X,Orange2_X,Yellow2_X,Pink2_X
76.0569,13.6901,30.7125,5.0739,23.2561,17.3711,36.0612,4.6126,2.6849,37.3453,167.4836,3.3837,36.3868,10.6821,13.9362,30.4496,35.2273,10.7463,9.4217,23.3043,21.4382
76.157,9.0227,37.9457,10.6668,44.3077,18.8828,38.1461,2.429,2.0166,41.265,179.1045,12.1346,11.6847,5.8923,19.0795,124.9889,12.9665,4.6655,15.1303,49.1819,36.2239
76.2571,28.5021,125.7195,10.6599,43.9774,26.7763,48.1943,5.4327,2.679,46.8055,198.7408,23.1217,77.601,2.513,12.4749,87.0267,23.3562,11.2003,10.1877,35.485,13.1677
76.3572,31.9244,138.4125,11.0925,34.6275,27.2951,49.5149,4.6994,3.5673,43.0227,200.8778,19.9068,94.166,9.4886,8.8707,68.6257,32.4056,9.1984,7.3544,16.9982,20.7181
76.4572,25.014,131.5267,11.7512,43.9994,13.4757,31.6427,3.6238,3.4566,41.7372,202.7689,7.2684,28.8056,11.2835,16.5686,64.4758,28.9508,5.3046,5.9139,28.2665,49.8186
76.5573,11.9156,106.8466,5.882,38.8425,5.3276,26.3094,6.8538,3.7258,40.0537,176.245,11.1173,75.1791,29.8682,18.9416,194.4078,6.763,0.2513,14.6689,17.5375,66.662
76.6574,23.9749,101.9009,2.9485,22.3262,10.4521,26.6229,5.7776,6.071,11.9848,45.4712,11.5615,84.5446,27.9016,15.7774,142.2469,28.2937,6.5347,14.5098,35.0759,26.2069
76.7575,31.0149,145.5291,8.091,33.5611,30.577,87.3323,3.9084,6.2578,16.8654,87.8278,20.5011,84.446,40.2401,18.4174,144.9148,12.8433,9.5788,1.6842,42.6545,30.6812
76.8575,24.4089,152.6514,11.4307,31.2454,38.942,120.0006,8.068,2.1171,32.0691,166.3479,17.6453,47.7812,20.4978,23.5781,124.5475,16.2307,14.7457,10.8726,8.9841,24.1164
76.9576,13.3294,87.063,5.7915,18.7879,22.957,83.1427,2.5694,3.7499,27.6902,121.2157,15.7812,76.9552,17.1576,12.8877,70.3831,9.3386,11.7319,8.5171,27.3041,34.8153
77.0577,9.1098,63.2857,5.5307,16.4638,13.356,48.7414,4.7148,3.1236,11.4212,70.0917,14.3899,84.7244,4.1533,35.2933,212.1444,13.2084,2.8708,18.1492,30.586,40.5629
77.1578,13.112,84.145,5.3057,10.5794,7.689,21.5247,7.845,0.7775,27.7565,129.3693,7.1731,46.6444,17.4165,28.0102,295.6585,23.3602,4.9041,5.6795,58.7184,47.7139
77.2578,8.0263,31.7231,4.7227,8.8835,8.9668,16.7908,9.0756,2.3145,15.6947,72.0459,16.4444,49.5978,19.3081,11.7724,133.299,35.1394,12.8045,11.3013,41.0393,42.993
77.3579,9.8026,29.1786,6.2309,41.5951,16.5181,32.809,8.1337,1.2496,28.4975,135.5138,19.0056,74.6737,29.3461,8.6077,99.7186,27.0162,15.5118,14.2255,31.3572,35.0161
77.458,8.1974,15.2939,8.7065,45.0838,13.8252,21.9463,6.0488,3.2258,38.8088,182.5689,8.3821,75.5067,11.9555,17.9812,118.53,15.2925,7.0161,13.5605,53.8364,18.7058
77.5581,19.9274,72.4018,5.2746,38.0962,3.7052,17.9345,7.0889,3.9055,38.3216,149.4485,10.9792,91.2189,17.5309,20.0214,177.6134,26.7959,11.2623,22.8159,21.7749,17.9022
77.6581,27.1653,151.5817,7.6768,45.1305,2.0093,20.6616,8.7571,2.3251,23.0426,81.3891,6.0616,48.9129,14.1654,23.4863,164.3102,33.9749,18.4545,22.887,19.4212,45.7619
77.7582,20.9568,132.8038,7.517,27.4976,8.574,33.5472,10.0731,0.9357,13.9724,44.1428,19.9208,79.0759,23.6985,29.4335,35.8296,29.3881,16.3423,19.0129,26.7806,48.1547
77.8583,14.4915,94.6624,5.7501,16.5541,4.1589,32.7175,8.2019,0.2165,15.4431,50.7791,15.7428,76.11,18.242,17.7635,82.334,27.4833,8.2451,10.3602,21.1498,58.178
77.9584,9.4523,84.5638,6.0325,17.3618,16.0298,32.2753,1.9337,1.8541,9.4583,19.6187,13.1771,62.9508,18.307,23.9457,115.2698,5.929,5.7143,20.7666,12.9044,57.4907
78.0584,1.9401,15.0165,3.4101,30.8123,17.5319,59.4906,2.8631,2.8988,2.3755,68.0134,17.6619,104.9708,10.1155,30.442,135.4867,17.2784,12.4616,18.4933,18.0752,55.9078
78.1585,8.9555,28.4845,5.4404,8.8398,19.8981,54.3573,2.3185,3.8089,23.0184,157.9122,18.14,121.6489,27.5775,14.6186,84.4993,26.2436,18.8417,16.7209,13.8469,31.1307
78.2586,11.7693,26.0702,10.7716,18.0098,22.4461,56.4291,2.2998,1.2975,11.022,91.1053,14.8509,95.8745,45.7884,6.3091,93.6625,53.7274,6.4423,9.1416,29.3473,24.6963
78.3587,18.0559,55.304,7.1798,23.7455,11.7458,38.206,3.7008,4.4337,15.8645,75.8045,10.2755,69.5866,35.4521,23.2717,79.3438,55.1288,10.4558,17.9897,53.9031,49.5293
78.4587,11.3191,56.5253,5.2903,46.06,31.6306,92.6211,2.4813,4.9953,23.0507,100.1978,1.073,5.4619,20.8361,19.1029,103.0298,47.7795,4.344,11.5159,22.4781,27.8685
78.5588,9.3712,56.9703,12.4137,62.5025,13.0337,46.878,6.9643,1.3529,26.6016,106.4982,15.7062,62.1554,7.5075,19.2102,106.1426,35.1539,13.9511,9.7909,29.9153,34.6856
78.6589,11.1804,36.7192,13.4269,58.8178,19.6308,38.9424,4.8451,3.1286,23.7156,87.6527,17.5168,51.7592,11.2444,17.9913,131.15,32.0526,14.4474,4.8491,29.6515,50.2032
78.759,9.1775,22.6304,15.824,64.2193,11.43,16.1048,2.6851,4.8268,15.9116,93.7716,7.3776,3.3706,23.2491,13.0698,84.8358,22.5789,6.9213,17.4525,19.5029,53.946
78.859,11.4008,55.0598,14.3374,67.2877,7.9701,23.5124,1.9884,5.6608,15.7353,104.3377,13.8829,90.9766,24.5612,29.7133,33.3069,10.2734,5.0281,21.9295,6.3659,19.3292
78.9591,19.639,103.9456,12.5484,66.2576,18.321,38.4505,6.7757,5.8423,28.7372,126.325,30.8802,153.5783,19.0498,41.4481,78.0925,17.0252,10.2423,18.5308,26.3406,48.5865
79.0592,11.317,50.6908,12.994,40.514,10.211,20.7701,9.9981,5.8722,54.4392,262.3661,16.0205,82.6576,26.4647,37.2253,37.4215,11.6516,6.6696,10.5959,46.1979,42.2019
79.1593,27.6072,162.1324,5.8129,14.432,12.2718,35.2523,2.7431,5.745,44.7423,236.0598,18.657,108.7533,12.7831,18.0398,33.3904,38.1719,1.965,9.1726,32.5769,17.4635
79.2593,26.6913,136.2694,6.8485,53.9023,10.4118,36.1142,5.5639,3.4135,33.5771,171.4255,22.3465,154.5458,19.8598,42.0459,35.1388,43.5945,7.0175,19.0225,15.1605,38.3595
79.3594,11.4872,55.7824,8.768,39.6564,2.6008,7.0362,4.2397,0.6854,49.3635,242.758,12.2431,53.6086,16.3991,55.4741,35.8395,45.5908,3.8372,27.6148,35.5063,27.5033
79.4595,7.134,32.4647,10.1421,17.2855,12.3979,49.3706,1.961,5.2574,53.5598,250.9206,12.1331,14.3707,12.7777,43.2554,9.2074,33.7565,4.6435,28.7311,56.4506,14.9284
79.5596,9.645,67.8418,7.5654,25.9248,14.5492,65.5778,5.0539,7.0965,31.0612,141.7059,6.5792,45.4808,14.1754,21.1047,115.8931,34.9316,16.5245,17.0264,71.9687,21.8567
79.6596,1.5369,35.0568,10.5381,34.5548,18.7105,53.6965,4.9112,5.1987,25.9526,130.4065,18.1644,101.2797,31.4233,3.2031,17.6016,33.1131,19.9463,14.8043,71.0844,25.3986
79.7597,5.2812,29.7684,6.2977,24.7851,31.9671,67.5188,0.8723,5.8539,12.4843,68.7596,24.4016,124.6438,36.1104,6.5946,73.8939,11.0561,10.8822,14.9194,38.0521,21.8452
79.8598,1.6545,34.4306,6.6508,9.4104,27.3271,44.2513,1.5413,7.267,15.54,73.8491,26.462,128.5084,11.0911,13.491,41.5904,23.5417,10.3115,5.0464,16.2109,39.839
79.9599,6.2158,22.379,7.7892,2.3783,17.726,31.2574,3.9709,10.1801,7.9111,53.473,21.1208,104.3544,12.4654,25.5215,62.8862,26.8917,9.8666,9.0463,38.4922,37.6088
80.0599,4.8128,47.8893,15.4466,27.361,16.6132,36.2852,2.5478,10.8819,13.4019,54.5871,14.4054,86.2894,14.1491,13.7134,51.5497,20.4851,10.2265,4.9295,55.0227,30.9338
80.16,6.313,58.234,12.0161,18.9374,15.6705,38.3703,1.3589,5.3381,21.1285,94.0595,4.4775,63.1032,22.07,16.2056,81.3349,10.6976,10.5814,13.2476,19.8386,33.4908
80.2601,6.3436,24.4777,4.8732,9.9989,37.1987,104.6341,1.0117,5.0422,19.8328,100.9646,15.6336,31.2195,36.8087,20.1862,135.8099,33.4934,7.1761,9.7676,16.0831,53.2221
80.3602,3.8912,8.3001,9.5709,23.8461,33.325,90.9834,5.0599,9.2262,1.7548,26.7508,15.1174,44.474,29.0395,15.7832,272.701,16.6467,14.3412,6.5516,17.669,45.4756
80.4602,3.213,17.7811,6.0935,17.9072,16.3605,46.6589,8.0446,6.0196,14.5549,69.9348,19.4838,74.7253,11.4305,19.4734,210.0881,22.5337,11.5667,10.3334,15.0605,43.1729
80.5603,6.1358,10.0872,2.3376,15.069,9.8415,14.7127,8.6364,2.0457,24.3739,115.4572,6.8019,27.533,19.0131,33.2244,123.6141,14.2899,2.1023,16.6276,26.8925,25.7155
80.6604,18.5361,89.165,4.5912,22.4971,14.0036,40.3901,9.7754,1.1821,37.9554,150.6523,3.9358,18.7449,4.6563,18.7899,182.6206,25.205,3.8357,29.766,10.9363,78.8622
80.7605,13.4953,86.0225,9.476,48.9534,10.0061,37.9744,10.6025,3.7666,15.718,101.8953,10.7289,74.2756,7.5829,13.4049,228.9606,29.8801,5.7593,29.6043,15.8476,113.9876
80.8605,10.4515,28.5879,7.7406,28.0645,10.5702,13.6597,3.727,6.1781,35.2068,157.7342,17.2922,105.0521,11.9999,26.9061,186.6229,23.2375,11.9731,24.1155,12.893,91.9945
80.9606,14.8142,38.288,8.8354,26.2025,13.3431,32.5116,4.1976,5.1913,19.6465,114.4693,11.7171,55.5165,5.7049,28.1994,181.2197,18.2233,10.8596,17.4552,17.6929,53.8447
81.0607,10.2583,51.3529,10.9013,24.5012,19.4795,41.0833,7.0344,3.235,4.2211,78.2567,3.8002,6.6942,16.8689,30.3569,152.5407,15.0634,11.1216,12.4413,36.4541,46.7162
81.1608,12.6017,89.748,7.0293,15.3422,17.0571,27.5816,8.5081,3.6522,11.0244,30.3585,3.5296,10.1397,24.8334,20.1435,170.0226,12.3488,11.5556,14.3214,17.0694,39.2956
81.2608,16.3442,111.3218,1.6796,14.2779,5.7414,4.2615,8.4719,3.9544,8.2122,34.2496,13.4533,53.8343,22.4235,15.0136,71.6769,12.2019,6.0083,14.8801,15.2424,28.0982
81.3609,15.4474,82.9863,2.0069,8.8941,5.3024,14.6857,5.9304,4.9317,26.8504,125.7763,12.6639,31.9083,28.2511,22.856,174.2195,14.5368,10.9031,10.7803,22.8752,20.3443
81.461,2.0592,21.1938,7.1435,39.4454,5.4066,12.5971,4.9995,4.0989,29.6083,149.6214,3.2469,20.5138,10.9774,36.7443,184.2713,10.2161,7.4187,10.3595,8.4677,38.0338
81.5611,13.8677,80.5959,7.5505,61.8208,5.4696,18.2659,7.1928,3.3802,3.3888,31.366,6.2874,45.1479,22.8695,17.2091,160.1939,6.2268,9.2325,14.09,28.3154,36.0346
81.6611,13.506,74.644,7.5958,26.1177,13.5584,48.6617,4.0931,2.4941,10.9934,43.3961,16.8561,107.4936,17.7089,24.442,125.3305,7.5766,25.3886,10.4256,59.7522,18.4735
81.7612,2.7677,28.9692,11.3297,54.0928,12.1639,36.5544,4.1333,2.4455,27.6761,146.2698,27.0263,118.3246,30.5675,14.8083,93.4368,21.1672,25.0351,7.3184,56.2027,43.4232
81.8613,15.7451,84.069,14.2243,66.326,13.237,42.3049,3.4304,3.053,24.2532,115.7695,32.2335,138.1698,37.213,23.4106,54.1519,28.718,11.6651,7.387,23.7239,34.9296
81.9613,13.4466,96.3035,10.0785,42.3856,4.787,21.7266,2.1718,2.8658,16.5687,68.0838,18.8647,95.9359,26.5557,18.2416,37.3834,21.5152,4.3782,13.8621,20.9776,47.2753
82.0614,6.0373,17.1658,5.8044,27.8257,16.4292,41.6578,1.8879,3.0484,8.2218,30.8446,17.2098,62.2087,26.6431,11.7268,167.4216,18.2167,3.5846,16.5654,33.3171,68.2194
82.1615,3.4996,29.6704,3.1049,10.1905,17.9545,44.1336,3.7903,4.5622,33.6349,144.42,14.88,58.0126,22.7569,18.5477,188.8805,22.7169,7.5448,9.9611,32.4267,44.925
82.2616,2.8066,36.8129,4.7486,6.1884,22.6357,60.1227,5.5722,3.0247,32.2906,172.8176,18.8463,103.6099,8.3861,5.0155,122.469,10.3695,11.5914,11.5914,12.5779,46.0706
82.3616,10.4386,76.7493,1.1267,9.459,28.5529,69.7771,2.7289,0.8799,8.1272,87.9712,26.133,134.8991,22.7384,3.7807,96.5445,23.1754,6.0277,7.0415,34.6447,39.821
82.4617,11.6242,96.6209,3.9359,20.5126,28.8876,77.6243,8.1219,2.0594,19.7232,76.7846,20.9939,84.0263,17.0368,23.37,40.8115,33.887,5.6008,8.7932,38.4866,31.4088
82.5618,2.5593,39.5748,10.7406,38.8447,23.0076,67.1018,5.7312,1.9401,27.3718,148.5421,19.8908,41.4094,7.1668,30.65,34.9998,22.5022,6.0029,4.5592,33.3126,54.4567
82.6619,5.6475,16.6679,11.3007,42.4227,21.4037,67.2297,5.1394,2.6675,16.4715,95.029,13.5386,39.9981,7.7472,23.6607,77.9758,11.143,8.0035,9.8135,45.1326,91.4529
82.7619,4.1796,21.9683,1.7565,16.1011,16.3217,48.2985,3.2279,4.7472,12.5894,56.9156,26.5131,125.2467,19.7685,22.0793,41.6051,20.3172,3.5677,26.8018,9.0636,95.7025
82.862,16.9591,72.0501,2.9044,8.1575,18.9453,33.5589,4.0373,4.6448,3.6999,25.6671,24.7674,164.7168,19.8786,32.7275,55.6061,12.6548,1.6085,35.0823,52.2497,72.8785
82.9621,18.4187,81.1905,1.6164,8.2637,25.9858,63.4634,6.3009,4.809,16.1192,71.9468,15.0108,111.8331,9.1367,14.6493,72.1959,6.4344,4.5213,27.2957,53.1599,50.8192
83.0622,25.3604,150.5227,5.1145,8.4317,5.8004,25.4976,9.1937,4.0877,23.5477,101.2209,13.9005,48.2211,24.931,23.4426,52.2369,14.6726,9.2248,26.1212,33.1765,16.6881
83.1622,16.1329,62.6998,3.2414,4.6201,5.2835,28.4815,8.1019,0.5654,5.5713,27.3604,6.9414,65.4906,17.3391,28.1784,95.8304,10.0836,10.8492,28.563,24.3519,4.1552
83.2623,9.2579,39.2884,7.169,27.4324,15.0141,18.2747,4.4917,0.8287,20.6258,91.8899,12.3733,73.2725,4.8876,24.1234,154.8761,30.7387,9.5754,30.2205,38.7444,27.4149
83.3624,2.5906,28.948,14.5419,39.7092,18.5006,28.1105,5.1086,4.4714,45.9591,228.2568,11.643,61.5095,22.8257,13.2935,94.785,43.7367,4.5811,13.7968,58.5645,37.2229
83.4625,14.8483,49.7501,14.6567,47.0251,15.8839,27.7286,7.1844,4.8636,48.2395,237.3782,11.3245,60.7432,12.5633,7.6296,42.0558,36.3256,9.4354,10.1557,41.0051,33.2451
83.5625,12.7668,74.4107,9.7201,24.1892,9.6185,33.1388,11.6277,1.2133,26.3038,147.7803,9.6714,35.9584,2.0054,4.9747,152.0594,20.8519,9.0133,10.3304,37.4536,14.2839
83.6626,7.2082,19.4744,9.9305,22.5652,7.0997,16.442,9.3576,3.5406,21.4878,102.8333,4.7239,30.0938,9.4695,30.626,207.5657,25.2429,6.6617,9.9864,32.3549,17.9719
83.7627,24.5137,73.088,12.5969,45.3965,23.5723,85.5988,5.5501,6.0393,21.9668,97.4282,12.0714,31.8564,16.7947,30.0789,109.9483,23.5989,10.7005,9.6193,21.9793,37.8183
83.8628,25.2325,101.0804,13.0723,48.3818,19.0507,63.1791,4.7829,7.5521,16.7898,62.9688,17.1766,73.4136,8.7898,20.9447,49.7717,18.7108,6.2201,6.3474,22.0404,42.1087
83.9628,12.6565,56.2898,4.6199,31.4517,1.9808,16.9436,1.9975,5.028,7.8785,41.2458,22.7914,123.357,18.3901,18.7235,59.189,12.2863,6.471,9.8303,53.7432,20.3423
84.0629,9.2978,41.8625,7.2221,42.2938,6.8072,27.7081,6.1342,0.151,12.7092,37.6664,20.4275,106.9526,32.2958,18.6375,93.8041,14.7146,6.6907,7.8104,51.3417,28.6286
84.163,15.7652,39.185,8.1233,26.9646,17.3756,45.8882,4.3793,3.7726,16.0949,68.4244,5.822,19.4038,24.8181,18.5268,201.1147,25.9073,1.2356,10.3576,58.627,44.195
84.2631,18.7815,52.7085,6.98,29.4226,3.9399,6.6416,3.1953,2.5698,25.4666,113.3154,8.8936,18.6681,7.6696,20.4306,240.3934,33.8689,4.5119,15.7351,66.5349,32.7951
84.3631,18.654,74.3464,3.6087,12.4137,15.0579,42.6202,5.3481,1.9781,35.3184,148.1112,5.2882,45.1118,8.6442,16.8132,193.1292,30.0966,5.827,26.5598,44.2825,12.2173
84.4632,15.2864,80.456,7.4848,26.1109,9.0503,26.8298,5.8011,1.3679,30.9106,128.7402,4.5886,53.9957,9.9773,8.6004,347.6253,22.6724,12.011,27.4505,35.9606,14.0575
84.5633,15.0738,94.9773,5.2737,3.0301,4.7215,5.705,5.6195,3.0829,32.1645,143.851,10.4365,68.0963,21.9288,19.2351,212.3329,22.8069,5.6305,4.1967,28.1556,30.5274
84.6634,3.3634,20.9432,7.7962,41.7877,4.2902,20.0402,2.5907,3.2951,26.1095,135.0244,7.9133,50.6874,11.6436,22.5083,116.5673,22.2497,9.3994,17.0664,30.4289,38.179
84.7634,4.1623,36.5535,9.8443,39.934,7.2983,34.2407,2.6763,4.5782,11.3014,83.7953,6.5587,19.3446,14.7397,11.8514,98.1334,32.4883,11.7359,8.0753,37.7211,20.9897
84.8635,12.9087,58.2445,5.2154,15.9791,5.3261,36.449,5.0692,4.6966,36.4496,185.1782,11.0225,56.6557,29.2328,20.6828,111.1564,43.8942,13.6066,5.2023,20.1707,29.235
84.9636,28.9296,131.6387,8.6231,51.5936,16.5873,39.2319,10.2061,5.0709,64.8511,305.6007,25.2596,79.373,20.5542,21.3364,203.381,36.2839,18.4605,6.7669,10.8878,31.236
85.0637,27.5654,105.204,12.4414,68.2437,15.9629,46.9087,8.5568,2.9145,36.4428,178.6803,17.9544,61.5598,9.8349,9.2109,231.4828,27.5393,20.0943,15.6409,15.3722,20.7334
85.1637,12.6278,50.3227,6.5402,38.4935,7.2429,18.035,1.8035,4.2326,13.25,44.3503,15.5828,75.7139,8.54,2.7492,176.3786,20.4361,12.6915,34.2519,48.9867,22.8702
85.2638,16.0921,32.8877,6.6543,12.4016,11.479,46.0171,2.523,5.3327,11.7421,73.8845,22.9773,97.0713,7.3415,5.3767,87.0599,8.0829,7.2463,36.6117,48.8073,32.7346
85.3639,10.6901,50.4505,12.5491,29.0025,6.3704,23.0396,1.7026,5.6173,41.9327,207.1336,15.921,53.9457,13.2105,11.869,25.7557,15.1549,3.6846,14.4788,31.5043,31.2602
85.464,10.9463,46.2048,9.5404,9.6583,20.2621,50.104,3.6416,5.8046,25.1943,118.2145,15.2714,67.5142,9.6734,14.5461,8.9972,2.1236,8.4307,17.7651,34.2443,22.2811
85.564,8.29,25.3232,7.5542,32.7916,19.306,53.3363,7.5024,4.0832,37.3818,162.9337,23.8266,139.31,10.6552,1.9655,79.602,20.5299,13.7813,17.1917,32.5139,22.9611
85.6641,22.586,120.4554,5.8136,34.4048,22.358,62.9478,8.5866,3.6282,20.9958,68.4798,27.5606,155.4746,7.8639,12.8618,21.8273,21.171,7.1025,30.6294,30.8839,60.2394
85.7642,18.4545,120.4558,1.9652,16.0011,21.1396,72.8195,6.2473,1.4094,7.1873,41.3073,20.8082,111.1781,5.0119,13.2373,32.8468,48.7354,4.9335,18.1725,22.4702,36.2102
85.8643,30.6758,139.8464,4.2881,26.0609,15.7184,40.7948,6.1465,2.1189,19.5391,78.1384,1.4114,21.8778,8.7804,9.9694,160.3861,18.8651,9.8076,13.3556,12.7738,21.4602
85.9643,4.964,7.6876,1.2092,28.1077,4.0516,34.385,4.7495,3.208,33.1417,147.1966,21.4841,98.0302,14.6928,9.1285,248.3768,15.5915,15.9451,9.3276,22.2539,45.2636
86.0644,21.4122,70.0384,3.6913,14.6334,4.1983,32.7029,1.4464,2.3128,13.128,92.5539,33.8084,159.0753,18.3241,24.7381,133.5462,6.2905,8.339,11.1554,17.579,15.7515
86.1645,11.4553,86.6441,8.6014,6.4011,5.0699,35.7045,4.7697,1.2134,15.9472,76.2916,35.1409,157.2248,16.185,17.8132,106.6134,2.8067,8.347,4.8888,15.8318,40.8708
86.2646,7.9893,80.7785,11.0273,9.2355,6.8815,21.3979,7.5662,1.6945,13.748,45.1501,19.949,84.4274,28.7731,19.6714,89.7766,11.8039,7.4635,13.3969,5.4862,19.5405
86.3646,9.3138,34.1064,16.632,43.4399,17.3626,53.4796,3.9627,1.2657,25.1361,97.899,10.9775,29.6812,22.4746,29.2439,31.241,23.7218,12.8291,19.9995,26.1223,51.7849
86.4647,6.3892,17.8538,14.5241,29.9498,23.8812,57.8219,7.5436,0.1308,37.1641,158.5212,12.8411,41.5018,9.3521,30.5054,40.343,23.2369,19.5187,12.2892,33.1038,57.6615
86.5648,7.741,68.5048,3.8141,15.832,9.0211,6.3356,4.8146,1.1432,12.5944,52.8067,8.6824,27.4694,9.969,24.6911,22.0225,26.2349,19.3573,10.4747,30.8409,24.2479
86.6649,11.4354,58.2404,8.7428,45.2377,28.2608,82.0724,2.4448,2.7505,22.5741,86.1761,12.6853,50.403,16.5547,19.1542,117.9777,25.4303,10.2868,8.8767,58.5549,15.0315
86.7649,7.1221,49.9352,12.6841,46.9694,31.1555,87.5327,5.6007,2.0005,13.5055,24.2781,15.4236,74.6843,18.0089,10.9319,186.9455,14.0173,14.1613,5.898,44.734,24.8423
86.865,7.4043,72.7729,10.0835,57.0184,10.2294,26.1794,6.029,5.655,9.2564,67.7179,5.3482,27.6229,18.4889,18.2564,346.2413,13.5528,5.5422,15.3897,16.304,25.7515
86.9651,11.1038,66.5516,6.9011,43.434,8.1943,36.0318,5.4332,3.4363,11.2291,91.3698,10.1656,27.3913,28.2721,11.4317,310.8977,4.7392,3.6847,20.073,41.0778,44.4309
87.0652,23.8898,153.9204,14.6755,34.7381,24.1159,75.5761,7.5851,2.0777,14.3268,110.8207,10.7899,77.9363,15.0136,12.8263,130.4948,13.1877,8.1911,10.663,53.0369,51.6675
87.1652,20.969,147.6869,16.4544,64.2235,29.6863,72.5266,4.2552,4.0646,24.2361,151.7989,14.4718,73.1252,16.3808,17.0286,43.6664,13.6668,4.2882,4.1187,24.4346,24.7174
87.2653,8.215,56.1558,9.7383,49.0812,30.2529,72.7922,2.615,3.8956,18.8096,90.2836,12.0952,72.7599,3.6731,7.974,125.6081,22.1454,12.9445,8.7345,34.7188,21.1718
87.3654,10.8504,50.2218,1.5738,32.416,27.8153,74.2639,1.0859,4.2507,15.7668,74.3212,11.474,65.3026,29.5431,3.3851,98.5933,20.9349,14.3171,16.4769,47.254,46.861
87.4655,7.1237,40.8444,0.6119,8.573,14.7492,36.9479,2.6042,3.7072,9.6259,23.0378,7.0728,14.3477,34.525,14.2257,83.5055,22.1415,15.4798,10.9171,30.8912,7.7047
87.5655,5.6922,28.134,6.5356,20.9577,30.1693,69.5378,1.1516,2.5301,22.9063,107.7746,10.5663,26.9001,24.029,21.2378,99.7325,26.9621,3.3959,32.2,27.226,19.5877
87.6656,14.1924,79.0031,7.3452,17.228,39.6125,102.5428,2.7886,3.892,19.6265,102.9216,19.7623,53.8484,7.1359,28.6841,41.6705,26.6961,8.1706,31.7591,35.0188,14.8893
87.7657,11.9093,83.9324,7.4199,25.885,17.4873,50.5933,4.5359,5.4284,14.0725,79.1115,23.7156,78.777,1.1342,41.3015,40.1679,30.524,2.5305,18.5291,35.2332,8.1006
87.8658,11.1154,34.5596,7.2244,40.6725,27.6775,58.6098,6.3037,5.9646,3.9888,25.1848,11.3028,27.712,16.5668,19.8116,36.5571,18.9766,8.0901,18.0775,27.2845,50.3654
87.9658,10.4979,50.0636,3.778,32.6813,39.1011,85.7941,3.498,4.3317,14.1288,80.9728,11.1968,48.3112,29.4523,18.4121,122.5013,21.4208,14.3934,13.5696,32.7798,16.4288
88.0659,8.0087,29.9016,12.2465,60.078,39.9847,99.1565,0.9899,2.8355,20.6143,103.1668,30.0926,104.8667,15.4463,31.2192,159.8456,22.3363,5.2549,14.6832,32.5577,35.103
88.166,16.7683,51.8991,11.3439,59.4162,24.0949,71.1257,3.7721,2.0709,20.4694,87.188,22.6704,77.0843,16.1253,9.9777,124.0831,20.3468,7.5755,18.7277,24.1615,31.329
88.2661,11.0691,37.8354,6.0591,41.8041,3.7964,14.2869,3.4397,3.765,9.6345,51.4102,12.1332,31.1713,19.2401,14.1417,224.5079,15.3246,7.7984,28.064,34.1676,25.1751
88.3661,8.8232,8.0556,9.8262,58.4217,20.9802,66.6041,4.6007,3.0436,9.5372,65.3693,19.011,54.3803,17.0072,23.0196,206.6689,31.3327,7.8084,19.5526,15.6713,37.4534
88.4662,4.177,37.5327,4.3411,39.6896,36.9237,107.921,6.5828,3.661,31.7154,150.2627,14.7644,48.7092,20.0935,14.9028,306.1946,14.9906,9.0302,9.7109,22.1998,33.3289
88.5663,5.7877,62.6227,2.7851,8.826,31.5289,82.6585,4.0914,3.0039,43.523,168.8855,18.6856,57.7458,15.5055,8.3744,353.6892,11.0665,7.2904,39.0363,24.248,48.9697
88.6664,6.6178,17.0819,2.5913,16.3525,22.4538,48.1919,2.8218,2.526,44.0226,169.5277,17.5257,74.9232,18.4154,16.2945,233.4335,27.0978,8.0781,41.261,21.1497,89.6296
88.7664,5.0656,37.3564,4.3983,35.7022,26.4547,62.3525,6.8285,2.529,33.7259,154.2421,13.3653,53.4311,10.3199,11.4796,28.2967,55.2226,4.7066,16.693,4.0598,85.7825
88.8665,7.1795,37.9549,6.1899,23.2769,21.186,53.1757,6.9432,5.4337,18.1373,74.3086,27.0253,114.8775,19.3918,10.6075,130.8751,56.6767,8.2719,19.1251,29.0877,47.6249
88.9666,12.495,29.3906,7.2819,13.4616,7.9526,18.3974,2.7454,4.0611,26.9845,106.3015,26.7341,129.0837,18.5791,7.8817,124.0741,33.405,16.1111,7.4193,61.2259,12.1636
89.0667,15.2626,92.3763,4.2375,13.0104,9.6497,15.0785,0.9247,6.3926,12.7411,57.5193,21.035,82.05,20.1419,24.0978,175.2928,36.133,13.7369,13.4726,42.5536,49.575
89.1667,3.7242,65.7265,7.0807,30.1639,9.8921,25.9729,5.7472,8.5251,6.3627,26.2211,22.7764,57.0281,15.4394,36.2201,133.4323,33.9764,9.8219,2.972,18.0248,51.3919
89.2668,13.3061,45.5793,9.5853,39.9029,9.9867,26.0004,5.7836,7.4769,15.0775,69.1388,18.6039,49.0149,12.8327,31.224,36.3626,13.7366,18.0944,24.394,42.3856,40.3067
89.3669,24.7463,122.4914,7.6713,34.1938,17.069,27.2859,5.3239,4.8883,29.3273,151.3496,3.9895,42.3675,27.8811,23.6444,128.3098,3.4277,13.144,36.4337,23.2025,26.7874
